平成２１年４月１日から平成２２年３月３１日までの分,,,,,,,,,,,,,
開札日,執行課名,事業担当課名,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,指名業者数,入札形式,
20090819,海草地域振興部,農業農村整備課,中田地区　測量業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,中田　　　　　　　　,地内　　　　　　　　,和建技術（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,622,500 "," 2,556,036 "," 2,556,036 ", 22 ,条件付一般競争入札,
20090819,那賀地域振興部,農業農村整備課,水栖大池改修（その６）工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,岩出市　　　　　　　,水栖　　　　　　　　,地内　　　　　　　　,（株）杉本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 40,792,500 "," 34,392,925 "," 34,550,250 ", 10 ,条件付一般競争入札（総合評価）,
20090819,那賀地域振興部,農業農村整備課,１号排水路兼用道路４工区工事　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,竹房　　　　　　　　,桃山町元　地内　　　,（株）村嶋組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 40,645,500 "," 34,002,819 "," 34,072,500 ", 11 ,条件付一般競争入札（総合評価）,
20090817,農業農村整備課,農業農村整備課,二次診断（安定解析）業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山県全域　　　　,　　　　　　　　　　,地内　　　　　　　　,キタイ設計（株）和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,121,500 "," 4,285,050 "," 4,349,325 ", 10 ,条件付一般競争入札,
20090817,那賀地域振興部,農業農村整備課,１号排水路兼用道路法面保護工事　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,竹房　　　　　　　　,地内　　　　　　　　,南村建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,011,000 "," 3,277,732 "," 3,811,500 ", 2 ,条件付一般競争入札,
20090806,西牟婁地域振興部,林業振興課,護摩壇山森林公園整備事業(森づくり第1号)　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村龍神五百原　　,地内　　　　　　　　,（株）丸新建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 15,351,000 "," 12,389,690 "," 13,408,500 ", 6 ,条件付一般競争入札,
20090805,伊都地域振興部,果樹園芸課,農業大学校ほ場整備工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,妙寺　　　　　　　　,地内　　　　　　　　,（株）井端組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 20,895,000 "," 17,440,731 "," 19,687,500 ", 5 ,条件付一般競争入札,
20090805,東牟婁地域振興部,森林整備課,県土防災対策治山事業(県防第13号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,大字高遠井　　　　　,字殿谷地内　　　　　,菊本建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,992,900 "," 1,607,688 "," 1,785,000 ", 4 ,条件付一般競争入札,
20090723,那賀地域振興部,森林整備課,復旧治山事業(復旧第2号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,切畑　　　　　　　　,葛城地内　　　　　　,（株）二葉建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 43,953,000 "," 36,588,881 "," 36,735,300 ", 11 ,条件付一般競争入札（総合評価）,
20090723,那賀地域振興部,森林整備課,復旧治山事業(復旧第2号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,切畑　　　　　　　　,葛城地内　　　　　　,（株）原組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 44,492,700 "," 34,781,140 "," 37,008,300 ", 8 ,条件付一般競争入札（総合評価）,
20090722,海草地域振興部,農業農村整備課,安原地区事業損失（事前調査）業務　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,朝日　　　　　　　　,地内　　　　　　　　,長尾建築設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 924,000 "," 650,680 "," 651,327 ", 19 ,条件付一般競争入札,
20090722,海草地域振興部,農業農村整備課,永谷地区集水井進入路用地測量業務　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,永谷　　　　　　　　,地内　　　　　　　　,（有）宝和技術　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 178,500 "," 127,698 "," 128,698 ", 5 ,条件付一般競争入札,
20090722,伊都地域振興部,農業農村整備課,中山間総合農地防災事業　恋野地区　設計業務　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,恋野　　　　　　　　,地内　　　　　　　　,（株）サン技研コンサルタンツ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 26,302,500 "," 18,927,279 "," 24,570,000 ", 22 ,条件付一般競争入札,
20090722,伊都地域振興部,農業農村整備課,中山間総合農地防災事業　恋野地区　測量業務　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,恋野　　　　　　　　,地内　　　　　　　　,和歌山測量（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 17,545,500 "," 12,613,459 "," 12,625,741 ", 28 ,条件付一般競争入札,
20090722,伊都地域振興部,農業農村整備課,中山間総合農地防災事業　恋野地区　地質調査業務　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,恋野　　　　　　　　,地内　　　　　　　　,（株）河田有紀地質基礎　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 10,552,500 "," 7,401,523 "," 7,423,683 ", 20 ,条件付一般競争入札,
20090722,伊都地域振興部,森林整備課,水源流域地域保全事業(水地第1号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,大字　花園久木　　　,地内　　　　　　　　,（株）上林組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 25,831,050 "," 21,211,580 "," 24,570,000 ", 6 ,条件付一般競争入札,
20090722,伊都地域振興部,森林整備課,山地災害総合減災対策治山(減災対策第1号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,花園中南　　　　　　,字　谷ノ瀬第２　地内,（株）村嶋組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 34,591,200 "," 28,337,182 "," 28,402,500 ", 6 ,条件付一般競争入札（総合評価）,
20090722,日高地域振興部,森林整備課,県土防災対策治山事業(県防第3号)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,大字　島田　　　　　,字　浪際　地内　　　,（株）キタイ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,949,050 "," 3,217,830 "," 3,246,075 ", 14 ,条件付一般競争入札,
20090716,西牟婁地域振興部,森林整備課,復旧治山事業測量設計業務(復旧第10号-4)　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町大内川柳谷　,地内　　　　　　　　,西畑測量設計（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,902,600 "," 1,350,039 "," 1,371,774 ", 23 ,条件付一般競争入札,
20090715,日高地域振興部,農業農村整備課,油河池地区　土取場・仮設道路測量業務　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高町　　　,原谷　　　　　　　　,地内　　　　　　　　,（株）三紀屋測量　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,077,000 "," 5,033,162 "," 5,565,000 ", 16 ,条件付一般競争入札,
20090715,日高地域振興部,農業農村整備課,平野岡池地区　土取場測量業務　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,印南原　　　　　　　,地内　　　　　　　　,（有）ヤマニシ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,349,500 "," 2,396,232 "," 2,992,500 ", 16 ,条件付一般競争入札,
20090714,有田地域振興部,農業農村整備課,谷池地区　事業損失調査（事前調査）業務　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,水尻　　　　　　　　,地内　　　　　　　　,長尾建築設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 997,500 "," 701,741 "," 704,534 ", 20 ,条件付一般競争入札,
20090714,有田地域振興部,農業農村整備課,谷池地区　土取り場調査測量業務　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,水尻　　　　　　　　,地内　　　　　　　　,（株）シーエスエス和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,239,000 "," 891,584 "," 893,235 ", 14 ,条件付一般競争入札,
20090714,有田地域振興部,農業農村整備課,星越池・弓場池・北谷池ボーリング調査業務　　　　　　　　　　　　　　　　　　　　,有田市初島町里　　　,・有田郡湯浅町吉川　,地内　　　　　　　　,（株）武田基礎調査　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,743,500 "," 4,032,511 "," 4,048,593 ", 22 ,条件付一般競争入札,
20090714,有田地域振興部,農業農村整備課,須谷第１水槽付帯工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,田口　　　　　　　　,地内　　　　　　　　,（有）協和土木　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,239,000 "," 1,019,606 "," 1,046,955 ", 4 ,条件付一般競争入札,
20090714,東牟婁地域振興部,森林整備課,地域防災対策総合治山事業(地防第1号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町　相須　　　,字　宮ノ上外　地内　,（株）淺川組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 141,996,750 "," 120,268,275 "," 110,250,000 ", 16 ,条件付一般競争入札（総合評価）,
20090713,那賀地域振興部,農業農村整備課,農業用水施設実施設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,貴志川町北山　　　　,地内　　　　　　　　,西畑測量設計（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 10,615,500 "," 7,475,435 "," 7,490,296 ", 18 ,条件付一般競争入札,
20090713,那賀地域振興部,農業農村整備課,幹線排水路沿線家屋事後調査その２業務　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,桃山町市場　　　　　,地内　　　　　　　　,（株）信栄補償設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,911,000 "," 1,341,713 "," 1,341,900 ", 23 ,条件付一般競争入札,
20090708,那賀地域振興部,農業農村整備課,水栖大池改修（その５）工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,岩出市　　　　　　　,水栖　　　　　　　　,地内　　　　　　　　,第五工業（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 99,750,000 "," 84,231,673 "," 84,315,000 ", 20 ,条件付一般競争入札（総合評価）,
20090708,日高地域振興部,森林整備課,水源流域地域保全事業(水地第2号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字田尻　　　　　　,字本谷地内　　　　　,共栄　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,850,600 "," 4,727,872 "," 4,728,150 ", 20 ,条件付一般競争入札,
20090708,日高地域振興部,森林整備課,予防治山事業(予防第8号)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,大字清川字足谷　　　,地内　　　　　　　　,（有）吹石重機　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 33,133,800 "," 27,016,174 "," 27,271,650 ", 11 ,条件付一般競争入札（総合評価）,
20090708,東牟婁地域振興部,森林整備課,県土防災対策治山事業(県防第12号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,高池　　　　　　　　,字　宮之上ミ　地内　,（有）宮本工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,304,350 "," 2,676,702 "," 3,255,000 ", 2 ,条件付一般競争入札,
20090708,東牟婁地域振興部,森林整備課,県土防災対策治山事業(県防第14号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町　日足　　　,字　炭竈　地内　　　,（有）玉置造園　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,378,650 "," 1,102,333 "," 1,239,000 ", 4 ,条件付一般競争入札,
20090707,水産振興課,水産振興課,方杭工区増殖場測量及び調査設計委託業務　　　　　　　　　　　　　　　　　　　　　,日高郡　日高町　　　,方杭　　　　　　　　,地先　　　　　　　　,和建技術（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,785,500 "," 4,138,946 "," 4,155,146 ", 14 ,条件付一般競争入札,
20090707,水産振興課,水産振興課,阿尾工区増殖場測量及び調査設計委託業務　　　　　　　　　　　　　　　　　　　　　,日高郡　日高町　　　,阿尾　　　　　　　　,地先　　　　　　　　,和建技術（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,764,500 "," 4,083,571 "," 4,091,642 ", 14 ,条件付一般競争入札,
20090707,有田地域振興部,農業農村整備課,畦田２期地区　地すべり観測（継続）その２業務　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,瀬井　　　　　　　　,地内　　　　　　　　,（株）アイエステー和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,187,000 "," 3,725,303 "," 3,725,303 ", 20 ,条件付一般競争入札,
20090707,有田地域振興部,農業農村整備課,広川工区水路改修詳細設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　広川町　　　,上中野　　　　　　　,地内　　　　　　　　,（株）センダイ工部コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,202,500 "," 2,273,134 "," 2,275,376 ", 36 ,条件付一般競争入札,
20090706,水産振興課,水産振興課,初島工区増殖場測量及び調査設計委託業務　　　　　　　　　　　　　　　　　　　　　,有田市　　　　　　　,初島町　浜　　　　　,地先　　　　　　　　,和建技術（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,838,000 "," 4,192,851 "," 4,201,024 ", 9 ,条件付一般競争入札,
20090706,水産振興課,水産振興課,小引工区増殖場測量及び調査設計委託業務　　　　　　　　　　　　　　　　　　　　　,日高郡　由良町　　　,小引　　　　　　　　,地先　　　　　　　　,和建技術（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,733,000 "," 4,121,453 "," 4,125,466 ", 10 ,条件付一般競争入札,
20090703,東牟婁地域振興部,森林整備課,地すべり防止事業(地すべり第1号-3)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町　宮井　　　,字　奥谷第２　地内　,井筒建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 44,221,800 "," 37,358,162 "," 37,779,000 ", 6 ,条件付一般競争入札（総合評価）,
20090703,東牟婁地域振興部,森林整備課,地すべり防止事業(地すべり第1号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町　宮井　　　,字　奥谷第１　地内　,（株）伊藤組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 61,478,550 "," 51,595,941 "," 51,653,700 ", 5 ,条件付一般競争入札（総合評価）,
20090703,東牟婁地域振興部,森林整備課,予防治山事業(予防第9号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,三尾川　　　　　　　,字　中村　地内　　　,（株）吉田組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 50,664,600 "," 41,640,498 "," 43,048,950 ", 3 ,条件付一般競争入札（総合評価）,
20090702,西牟婁地域振興部,森林整備課,復旧治山事業測量設計業務(復旧第5号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町小松原溝添　,地内　　　　　　　　,小川測量設計（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 905,100 "," 634,416 "," 840,000 ", 18 ,条件付一般競争入札,
20090626,東牟婁地域振興部,森林整備課,地すべり防止事業(地すべり第1号-4)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町　宮井　　　,字　奥谷第３　地内　,（株）伊藤組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 22,216,950 "," 18,480,582 "," 18,768,750 ", 10 ,条件付一般競争入札,
20090625,西牟婁地域振興部,森林整備課,山地災害総合減災対策治山事業測量設計調査業務(減災対策第2号-1)　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村殿原　　　　　,小原地内　　　　　　,（有）熊野路測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,342,000 "," 4,452,718 "," 4,510,430 ", 26 ,条件付一般競争入札,
20090624,西牟婁地域振興部,森林整備課,山地災害総合減災対策治山事業測量設計業務(減災対策第3号-1)　　　　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,大猪ノ谷山　　　　　,地内　　　　　　　　,（株）中央測量　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,575,000 "," 1,132,267 "," 1,132,950 ", 27 ,条件付一般競争入札,
20090624,西牟婁地域振興部,森林整備課,水源流域広域保全事業測量設計業務(水広第1号-1)　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村丹生ノ川坂田井,地内　　　　　　　　,日高測量設計（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,464,750 "," 1,039,147 "," 1,045,800 ", 28 ,条件付一般競争入札,
20090624,西牟婁地域振興部,森林整備課,特定流域総合治山事業(特流第1号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町道湯川広田　,地内　　　　　　　　,栄光産業（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 15,892,800 "," 13,188,514 "," 13,219,500 ", 15 ,条件付一般競争入札,
20090624,西牟婁地域振興部,森林整備課,予防治山事業測量設計業務(予防第10号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町本宮船尾谷　　,地内　　　　　　　　,（有）牟?測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,177,050 "," 826,492 "," 833,821 ", 28 ,条件付一般競争入札,
20090624,西牟婁地域振興部,森林整備課,予防治山事業測量設計業務(予防第11号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町皆地大森　　　,地内　　　　　　　　,（株）果無　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,480,500 "," 1,057,077 "," 1,057,077 ", 26 ,条件付一般競争入札,
20090624,東牟婁地域振興部,森林整備課,県土防災対策治山事業(県防第5号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,鶴川　　　　　　　　,字　洞地　地内　　　,南紀建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,510,150 "," 2,789,714 "," 3,465,000 ", 2 ,条件付一般競争入札,
20090623,有田地域振興部,農業農村整備課,糸我町新池地区ため池改修工事　　　　　　　　　　　　　　　　　　　　　　　　　,有田市　　　　　　　,糸我町　中番　　　　,地内　　　　　　　　,（有）西山工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 54,978,000 "," 46,070,406 "," 46,189,500 ", 7 ,条件付一般競争入札（総合評価）,
20090623,有田地域振興部,農業農村整備課,谷池地区ため池改修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,水尻　　　　　　　　,地内　　　　　　　　,大東建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 77,994,000 "," 65,724,876 "," 67,075,568 ", 4 ,条件付一般競争入札（総合評価）,
20090622,那賀地域振興部,森林整備課,奥地保安林那賀測量設計業務委託(奥地保安林第3号-1)　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,中鞆渕　　　　　　　,米ノ郷地内　　　　　,（株）近代技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,093,700 "," 1,498,439 "," 1,499,298 ", 17 ,条件付一般競争入札,
20090619,西牟婁地域振興部,森林整備課,県土防災対策治山事業調査業務(県防第11号)　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　上富田町　,岩田上殿　　　　　　,地内　　　　　　　　,（有）熊野路測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,223,250 "," 862,596 "," 872,543 ", 5 ,条件付一般競争入札,
20090619,西牟婁地域振興部,森林整備課,復旧治山事業(復旧第6号)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町近露大塔　　,地内　　　　　　　　,（株）小原工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 30,441,600 "," 25,021,790 "," 25,022,550 ", 15 ,条件付一般競争入札（総合評価）,
20090619,西牟婁地域振興部,森林整備課,復旧治山事業(復旧第7号)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町大瀬政木　　　,地内　　　　　　　　,（株）小原工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 35,138,250 "," 28,617,960 "," 28,906,500 ", 10 ,条件付一般競争入札（総合評価）,
20090619,西牟婁地域振興部,森林整備課,復旧治山事業(復旧第8号)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町静川楠戸　　　,地内　　　　　　　　,（株）後工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 31,959,900 "," 26,449,169 "," 28,759,500 ", 6 ,条件付一般競争入札（総合評価）,
20090619,西牟婁地域振興部,森林整備課,特定流域総合治山事業(特流第1号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町道湯川広田　,地内　　　　　　　　,（株）仲建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 32,640,300 "," 26,785,678 "," 26,905,200 ", 9 ,条件付一般競争入札（総合評価）,
20090617,日高地域振興部,森林整備課,復旧治山事業測量設計業務委託(復旧第4号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　寒川　　　　　,字　谷山　地内　　　,（有）成和測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,085,300 "," 1,497,447 "," 1,497,662 ", 19 ,条件付一般競争入札,
20090617,日高地域振興部,森林整備課,復旧治山事業測量設計業務委託(復旧第4号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　寒川　　　　　,字　東谷　地内　　　,（株）初山　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 585,900 "," 411,547 "," 492,156 ", 16 ,条件付一般競争入札,
20090617,日高地域振興部,森林整備課,復旧治山事業測量設計業務委託(復旧第4号-3)　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　寒川　　　　　,字　小川　地内　　　,（株）日進コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,227,450 "," 879,513 "," 881,554 ", 18 ,条件付一般競争入札,
20090617,日高地域振興部,森林整備課,復旧治山事業測量設計業務委託(復旧第4号-4)　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　寒川　　　　　,字　小川　地内　　　,（有）成和測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,321,950 "," 952,801 "," 953,125 ", 19 ,条件付一般競争入札,
20090617,日高地域振興部,森林整備課,予防治山事業測量設計業務委託(予防第4号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　高津尾　　　　,字　伊佐ノ川　地内　,（有）成和測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,481,550 "," 1,044,640 "," 1,047,455 ", 19 ,条件付一般競争入札,
20090617,日高地域振興部,森林整備課,予防治山事業測量設計業務委託(予防第5号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　姉子　　　　　,字　日浦　地内　　　,（株）初山　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,510,950 "," 1,079,554 "," 1,080,934 ", 19 ,条件付一般競争入札,
20090617,日高地域振興部,森林整備課,予防治山事業測量設計業務委託(予防第6号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　初湯川　　　　,字　広原　地内　　　,（株）日進コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,063,650 "," 754,127 "," 754,978 ", 17 ,条件付一般競争入札,
20090617,日高地域振興部,森林整備課,予防治山事業測量設計業務委託(予防第7号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　寒川　　　　　,字　長志南原　地内　,（株）マエモト　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,164,450 "," 824,577 "," 826,526 ", 17 ,条件付一般競争入札,
20090617,日高地域振興部,森林整備課,治山施設機能強化事業測量設計業務委託(機能強化第1号-1)　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　皆瀬　　　　　,字　鳥居　地内　　　,（株）マエモト　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,344,900 "," 3,089,452 "," 3,096,175 ", 19 ,条件付一般競争入札,
20090609,那賀地域振興部,農業農村整備課,西山大池地区測量設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,貴志川町西山　　　　,地内　　　　　　　　,応用地質（株）和歌山支店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 10,689,000 "," 7,489,782 "," 7,542,150 ", 12 ,条件付一般競争入札,
