平成２２年４月１日から平成２３年３月３１日までの分,,,,,,,,,,,,
開札日,執行課名,事業担当課名,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名, 予定価格 , 最低制限価格若しくは調査基準価格 , 落札価格 , 指名業者数 ,入札形式
20100908,日高地域振興部,森林整備課,治山施設機能強化事業(機能強化第1号)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字皆瀬字鳥居外　　,地内　　　　　　　　,北村建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 49,330,050 "," 41,919,916 "," 42,111,300 ", 11 ,条件付一般競争入札（総合評価）
20100907,那賀地域振興部,農業農村整備課,曽池地区土質調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,桃山町調月　　　　　,地内　　　　　　　　,（有）熊野路測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,131,500 "," 1,651,618 "," 1,665,300 ", 19 ,条件付一般競争入札
20100907,那賀地域振興部,農業農村整備課,曽池地区実施設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,桃山町調月　　　　　,地内　　　　　　　　,（株）中山綜合コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,804,000 "," 5,020,318 "," 6,090,000 ", 11 ,条件付一般競争入札
20100901,日高地域振興部,森林整備課,県土防災対策治山事業(県防第2号)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高町　　　,大字　産湯　　　　　,字　奥山　地内　　　,杉本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,235,450 "," 1,892,992 "," 1,899,765 ", 18 ,条件付一般競争入札
20100901,日高地域振興部,森林整備課,県土防災対策治山事業(県防第8号)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　初湯川　　　　,字　猪谷　地内　　　,西建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,348,950 "," 6,142,146 "," 6,148,800 ", 18 ,条件付一般競争入札
20100901,日高地域振興部,森林整備課,予防治山事業測量業務委託(予防第6号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字平川字彦大　　　,地内　　　　　　　　,（株）赤坂測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 271,950 "," 191,589 "," 262,500 ", 6 ,条件付一般競争入札
20100901,日高地域振興部,森林整備課,予防治山事業設計業務委託(予防第6号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字平川字彦大　　　,地内　　　　　　　　,（有）成和測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,167,600 "," 868,656 "," 1,081,500 ", 5 ,条件付一般競争入札
20100901,日高地域振興部,森林整備課,予防治山事業測量業務委託(予防第7号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字三佐字本川谷　　,地内　　　　　　　　,（株）三紀屋測量　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 301,350 "," 213,055 "," 262,500 ", 6 ,条件付一般競争入札
20100901,日高地域振興部,森林整備課,予防治山事業設計業務委託(予防第7号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字三佐字本川谷　　,地内　　　　　　　　,（株）三紀屋測量　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,945,650 "," 1,437,565 "," 1,806,000 ", 5 ,条件付一般競争入札
20100901,日高地域振興部,森林整備課,予防治山事業測量業務委託(予防第9号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,西本庄字宮　　　　　,地内　　　　　　　　,（有）佐々木測量設計地所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 259,350 "," 186,152 "," 220,500 ", 6 ,条件付一般競争入札
20100901,日高地域振興部,森林整備課,予防治山事業設計業務委託(予防第9号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,西本庄字宮　　　　　,地内　　　　　　　　,（有）佐々木測量設計地所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,167,600 "," 877,602 "," 1,060,500 ", 5 ,条件付一般競争入札
20100831,東牟婁地域振興部,森林整備課,地域防災対策総合治山事業(地防第2号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町相須　　　　,字宮ノ上外地内　　　,（株）夏山組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 148,828,050 "," 124,767,077 "," 109,515,000 ", 4 ,条件付一般競争入札（総合評価）
20100826,西牟婁地域振興部,森林整備課,地域防災対策総合治山事業設計業務(地防第1号-4)　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,上秋津　　　　　　　,川中口　地内　　　　,（株）南紀航測センター　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,194,100 "," 2,425,576 "," 2,452,800 ", 6 ,条件付一般競争入札
20100826,西牟婁地域振興部,森林整備課,山地災害総合減災対策治山事業(減災対策第2号)　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村殿原小原　　　,地内　　　　　　　　,紀南緑化（有）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 86,899,050 "," 74,174,562 "," 74,305,350 ", 15 ,条件付一般競争入札（総合評価）
20100825,伊都地域振興部,農業農村整備課,中山間総合整備事業　吉原地区　ほ場整備その１工事　　　　　　　　　　　　　　　　,橋本市　　　　　　　,吉原　　　　　　　　,地内　　　　　　　　,木下建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 259,476,000 "," 219,480,685 "," 223,650,000 ", 8 ,条件付一般競争入札（総合評価）
20100825,日高地域振興部,農業農村整備課,みなべ地区農道整備その２工事　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,山内　　　　　　　　,地内　　　　　　　　,（株）大木建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 54,663,000 "," 47,880,957 "," 47,953,500 ", 21 ,条件付一般競争入札（総合評価）
20100825,日高地域振興部,農業農村整備課,平野岡池地区　堤体改修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,印南原　　　　　　　,地内　　　　　　　　,（株）稲垣工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 37,884,000 "," 32,695,527 "," 32,834,550 ", 9 ,条件付一般競争入札（総合評価）
20100825,日高地域振興部,森林整備課,復旧治山事業(復旧第4号-7)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　寒川　　　　　,字　板垣内　地内　　,北村建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 46,029,900 "," 39,966,772 "," 40,021,800 ", 11 ,条件付一般競争入札（総合評価）
20100824,那賀地域振興部,農業農村整備課,１号排水路兼用道路８工区工事　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,竹房　　　　　　　　,地内　　　　　　　　,北本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 98,983,500 "," 88,608,770 "," 88,830,000 ", 26 ,条件付一般競争入札（総合評価）
20100824,有田地域振興部,農業農村整備課,金屋工区第１揚水機場バルブ保全工事　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,糸野　　　　　　　　,地内　　　　　　　　,（有）吹石重機　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 31,027,500 "," 26,979,086 "," 27,100,479 ", 9 ,条件付一般競争入札（総合評価）
20100824,有田地域振興部,農業農村整備課,用水路保全対策その２工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　広川町　　　,上中野　　　　　　　,地内　　　　　　　　,中平建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 33,684,000 "," 29,195,541 "," 29,265,705 ", 15 ,条件付一般競争入札（総合評価）
20100820,伊都地域振興部,森林整備課,予防治山事業測量業務(予防第4号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,大字花園梁瀬　　　　,字栂尾地内　　　　　,（有）尾崎測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 553,350 "," 395,562 "," 493,500 ", 8 ,条件付一般競争入札
20100820,東牟婁地域振興部,森林整備課,地すべり防止事業(地すべり第1号-3)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町宮井　　　　,字奥谷第１地内　　　,（株）伊藤組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 55,603,800 "," 47,421,964 "," 48,038,550 ", 3 ,条件付一般競争入札（総合評価）
20100819,西牟婁地域振興部,森林整備課,地域防災対策総合治山事業(地防第1号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,秋津川中通　　　　　,地内　　　　　　　　,（株）松本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 42,328,650 "," 36,017,921 "," 36,453,900 ", 7 ,条件付一般競争入札（総合評価）
20100819,水産振興課,水産振興課,南部栽培漁業センター基礎工事　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　串本町　　,串本　　　　　　　　,地内　　　　　　　　,（株）海邊組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 81,172,350 "," 71,430,908 "," 72,135,000 ", 7 ,条件付一般競争入札（総合評価）
20100819,西牟婁地域振興部,森林整備課,地域防災対策総合治山事業(地防第1号-3)　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,上秋津下畑　　　　　,地内　　　　　　　　,（有）ワークス　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 14,613,900 "," 12,224,100 "," 12,233,550 ", 18 ,条件付一般競争入札
20100819,西牟婁地域振興部,森林整備課,地域防災対策総合治山事業測量業務(地防第1号-1)　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,上秋津下畑　　　　　,地内　　　　　　　　,大和測量（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 647,850 "," 458,029 "," 567,000 ", 10 ,条件付一般競争入札
20100819,西牟婁地域振興部,森林整備課,予防治山事業測量業務(予防第14号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町静川　　　　　,朴ノ木地内　　　　　,（有）三和　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 227,850 "," 168,905 "," 202,650 ", 5 ,条件付一般競争入札
20100819,西牟婁地域振興部,森林整備課,復旧治山事業(復旧第6号)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町大内川柳谷　,地内　　　　　　　　,（株）かねやす建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 33,207,300 "," 28,372,738 "," 28,378,350 ", 9 ,条件付一般競争入札（総合評価）
20100818,日高地域振興部,森林整備課,復旧治山事業(復旧第4号-5)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　寒川　　　　　,字　谷山　地内　　　,（株）サライ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 28,917,000 "," 24,732,473 "," 24,790,500 ", 11 ,条件付一般競争入札
20100818,日高地域振興部,森林整備課,復旧治山事業(復旧第4号-6)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　寒川　　　　　,字　板垣内　地内　　,西川興業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 18,415,950 "," 15,942,666 "," 16,575,300 ", 12 ,条件付一般競争入札
20100818,西牟婁地域振興部,森林整備課,県土防災対策治山事業(県防第9号)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町道湯川広田　,地内　　　　　　　　,芝田建築　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,291,750 "," 2,756,239 "," 2,764,650 ", 10 ,条件付一般競争入札
20100818,伊都地域振興部,森林整備課,予防治山事業測量設計業務(予防第15号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,境原　　　　　　　　,字栢谷地内　　　　　,（株）南紀航測センター　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,497,300 "," 1,062,783 "," 1,066,975 ", 11 ,条件付一般競争入札
20100817,海草地域振興部,森林整備課,治山事業設計業務委託(予防第2号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,円明寺　　　　　　　,字　向原　地内　　　,（株）近代技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 754,950 "," 551,717 "," 560,172 ", 7 ,条件付一般競争入札
20100817,海草地域振興部,森林整備課,治山事業設計業務委託(予防第1号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,長谷宮　　　　　　　,字　柳生谷　地内　　,（株）近代技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,463,700 "," 1,072,745 "," 1,086,065 ", 9 ,条件付一般競争入札
20100810,有田地域振興部,農業農村整備課,糸我町新池地区ため池改修付帯工事　　　　　　　　　　　　　　　　　　　　　　　　,有田市　　　　　　　,糸我町　中番　　　　,地内　　　　　　　　,岡川建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,525,500 "," 3,801,394 "," 3,809,295 ", 14 ,条件付一般競争入札
20100809,海草地域振興部,農業農村整備課,慶権寺池緊急放流施設整備工事　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,鳥居　　　　　　　　,地内　　　　　　　　,（有）泰洋電機　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 8,169,000 "," 7,315,339 "," 7,330,050 ", 8 ,条件付一般競争入札
20100806,東牟婁地域振興部,森林整備課,治山事業測量業務委託(予防第10号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,高池字江崎　　　　　,地内　　　　　　　　,和田測量事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 269,850 "," 189,272 "," 254,100 ", 9 ,条件付一般競争入札
20100806,東牟婁地域振興部,森林整備課,治山事業測量業務委託(予防第11号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,川口字大山　　　　　,地内　　　　　　　　,加賀測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 334,950 "," 246,422 "," 315,000 ", 9 ,条件付一般競争入札
20100806,東牟婁地域振興部,森林整備課,治山事業測量業務委託(予防第12号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,鶴川字宮ノ下外　　　,地内　　　　　　　　,コネガワ測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 319,200 "," 229,249 "," 299,250 ", 10 ,条件付一般競争入札
20100806,東牟婁地域振興部,森林整備課,治山事業測量業務委託(予防第13号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　串本町　　,和深字観音平　　　　,地内　　　　　　　　,みくまの測地　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 441,000 "," 318,578 "," 414,750 ", 9 ,条件付一般競争入札
20100806,東牟婁地域振興部,森林整備課,治山事業設計業務委託(予防第10号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,高池字江崎　　　　　,地内　　　　　　　　,（株）果無　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 924,000 "," 679,140 "," 871,500 ", 5 ,条件付一般競争入札
20100806,東牟婁地域振興部,森林整備課,治山事業設計業務委託(予防第11号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,川口字大山　　　　　,地内　　　　　　　　,小原測量　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 924,000 "," 668,144 "," 871,500 ", 5 ,条件付一般競争入札
20100806,東牟婁地域振興部,森林整備課,治山事業設計業務委託(予防第12号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,鶴川字宮ノ下外　　　,地内　　　　　　　　,（有）熊野路測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,161,300 "," 832,419 "," 1,102,500 ", 6 ,条件付一般競争入札
20100806,東牟婁地域振興部,森林整備課,治山事業設計業務委託(予防第13号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　串本町　　,和深字観音平　　　　,地内　　　　　　　　,（有）熊野路測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 532,350 "," 374,508 "," 504,000 ", 4 ,条件付一般競争入札
20100805,海草地域振興部,農業農村整備課,慶権寺池事業損失調査（事前調査）業務　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,鳥居　　　　　　　　,地内　　　　　　　　,（株）信栄補償設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 567,000 "," 402,456 "," 404,838 ", 19 ,条件付一般競争入札
20100804,日高地域振興部,森林整備課,復旧治山事業(復旧第3号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　田尻　　　　　,字　本谷　地内　　　,タナカ技研（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 54,176,850 "," 46,742,173 "," 46,836,300 ", 24 ,条件付一般競争入札（総合評価）
20100804,日高地域振興部,森林整備課,復旧治山事業(復旧第4号-8)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　寒川　　　　　,字　西ノ谷　地内　　,北村建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 36,658,650 "," 31,147,061 "," 31,168,200 ", 13 ,条件付一般競争入札（総合評価）
20100728,東牟婁地域振興部,森林整備課,県土防災対策治山事業(県防第7号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町日足字炭竈　,地内　　　　　　　　,（有）紀南総業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,690,350 "," 3,868,709 "," 3,879,645 ", 15 ,条件付一般競争入札
20100723,水産振興課,水産振興課,小引工区漁場測量委託業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　由良町　　　,小引　　　　　　　　,地先　　　　　　　　,（有）ヤマニシ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,184,000 "," 1,528,800 "," 1,559,376 ", 8 ,条件付一般競争入札
20100723,水産振興課,水産振興課,方杭工区漁場測量委託業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高町　　　,方杭　　　　　　　　,地先　　　　　　　　,（株）三紀屋測量　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,257,500 "," 1,633,978 "," 1,643,460 ", 8 ,条件付一般競争入札
20100723,東牟婁地域振興部,森林整備課,治山事業調査業務委託(地すべり第1号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町宮井字奥谷外,地内　　　　　　　　,（株）ウエスコ和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 29,992,200 "," 21,393,436 "," 21,435,425 ", 6 ,条件付一般競争入札
20100723,東牟婁地域振興部,森林整備課,治山事業調査業務委託(地すべり第2号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町日足字萬歳外,地内　　　　　　　　,（株）建設技術研究所大阪本社　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 28,511,700 "," 20,377,311 "," 20,596,851 ", 6 ,条件付一般競争入札
20100723,東牟婁地域振興部,森林整備課,治山事業調査業務委託(復旧第9号-4)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町鎌塚　　　　,字岩ノ谷外地内　　　,アジア航測（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 29,933,400 "," 21,372,447 "," 21,728,654 ", 6 ,条件付一般競争入札
20100722,西牟婁地域振興部,農業農村整備課,日向地区道路ＣＢＲ試験業務　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,上芳養　　　　　　　,地内　　　　　　　　,（株）白浜試錐　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 504,000 "," 372,556 "," 373,968 ", 3 ,条件付一般競争入札
20100720,那賀地域振興部,農業農村整備課,中央工区周辺家屋事前調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,貴志川町北山　　　　,地内　　　　　　　　,清水不動産鑑定士事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,123,500 "," 820,267 "," 821,053 ", 25 ,条件付一般競争入札
20100715,西牟婁地域振興部,農業農村整備課,日向地区ほ場法面保護その２工事　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,上芳養　　　　　　　,地内　　　　　　　　,ワシン建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 28,717,500 "," 24,775,516 "," 24,800,144 ", 10 ,条件付一般競争入札
20100715,西牟婁地域振興部,農業農村整備課,日向地区ほ場支線道路その２工事　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,上芳養　　　　　　　,地内　　　　　　　　,（株）中井組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 35,206,500 "," 30,769,804 "," 34,650,000 ", 3 ,条件付一般競争入札（総合評価）
20100715,西牟婁地域振興部,森林整備課,水源流域広域保全事業(水広第1号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村丹生ノ川濁谷　,地内　　　　　　　　,林建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 10,315,200 "," 8,614,317 "," 8,632,050 ", 12 ,条件付一般競争入札
20100715,西牟婁地域振興部,森林整備課,水源流域広域保全事業(水広第1号-3)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村丹生ノ川坂田井,地内　　　　　　　　,小原建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 8,248,800 "," 7,111,389 "," 7,126,350 ", 7 ,条件付一般競争入札
20100715,西牟婁地域振興部,森林整備課,水源流域広域保全事業(水広第1号-4)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村丹生ノ川坂田井,地内　　　　　　　　,大富建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 34,593,300 "," 29,409,712 "," 29,691,900 ", 4 ,条件付一般競争入札（総合評価）
20100713,那賀地域振興部,農業農村整備課,１号排水路兼用道路７工区工事　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,竹房　　　　　　　　,地内　　　　　　　　,湯峯建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 97,797,000 "," 87,682,014 "," 88,368,000 ", 30 ,条件付一般競争入札（総合評価）
20100713,那賀地域振興部,農業農村整備課,１号排水路兼用道路６工区工事　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,竹房　　　　　　　　,桃山町元地内　　　　,（株）二葉建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 38,808,000 "," 33,367,316 "," 33,490,800 ", 20 ,条件付一般競争入札（総合評価）
20100713,有田地域振興部,森林整備課,粟生地区復旧治山工事(復旧第2号)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,大字粟生　　　　　　,字　西大和杉　地内　,三谷組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 51,022,650 "," 43,399,125 "," 43,460,711 ", 23 ,条件付一般競争入札（総合評価）
20100713,有田地域振興部,農業農村整備課,畦田２期地区１号承水路その２工事　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,瀬井　　　　　　　　,地内　　　　　　　　,（株）六川建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,396,500 "," 1,195,950 "," 1,206,450 ", 6 ,条件付一般競争入札
20100709,伊都地域振興部,農業農村整備課,中山間総合農地防災事業　恋野地区　新池改修・似賀尾池管理用道路１工区整備工事　　,橋本市　　　　　　　,恋野　　　　　　　　,地内　　　　　　　　,（株）田中組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 73,353,000 "," 64,068,008 "," 64,312,500 ", 14 ,条件付一般競争入札（総合評価）
20100709,東牟婁地域振興部,森林整備課,治山事業測量設計業務委託(地すべり第1号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町宮井　　　　,字奥谷地内　　　　　,（株）黒潮設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,817,800 "," 2,675,132 "," 3,549,000 ", 5 ,条件付一般競争入札
20100709,東牟婁地域振興部,森林整備課,治山事業測量設計業務委託(地すべり第2号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町日足　　　　,字萬歳外地内　　　　,（有）大江設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,635,600 "," 5,526,647 "," 7,035,000 ", 5 ,条件付一般競争入札
20100709,東牟婁地域振興部,森林整備課,治山事業測量設計業務委託(復旧第9号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町鎌塚　　　　,字岩ノ谷第１地内　　,紀南測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,116,800 "," 1,512,876 "," 1,989,750 ", 4 ,条件付一般競争入札
