開札日,執行課名,事業担当課名,発注年度,工事番号名,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,指名業者数,入札形式
20080729,水産振興課,水産振興課,平成20年度,漁村再生第3号-1,御坊工区増殖礁製作及び設置工事　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,名田町　野島　　　　,地先　　　　　　　　,（株）中村建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,68533500,57092190,57907500,7,条件付一般競争入札（総合評価）
20080725,伊都産業振興部,農業農村整備課,平成20年度,畑総第3号-51,畑地帯総合整備事業　河根地区　幹線農道用地測量業務　　　　　　　　　　　　　　　,伊都郡　九度山町　　,河根　　　　　　　　,地内　　　　　　　　,（有）和田測量事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,913500,622184,714000,20,条件付一般競争入札
20080724,西牟婁産業振興部,農業農村整備課,平成20年度,畑総第5号-2,下中三栖地区　下三栖工区舗装その２工事　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,下三栖　　　　　　　,地内　　　　　　　　,（株）北道工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1785000,1471932,1732500,7,条件付一般競争入札
20080724,西牟婁産業振興部,農業農村整備課,平成20年度,畑総第5号-3,下中三栖地区　下三栖ほ場整備工事　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,下三栖　　　　　　　,地内　　　　　　　　,（有）柳生建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2604000,2057027,2077425,5,条件付一般競争入札
20080623,海草産業振興部,農業農村整備課,平成20年度,地すべり第5号-2,Ｄ－１集水井その２工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,永谷　　　　　　　　,地内　　　　　　　　,（株）新田組和歌山支店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,17986500,13043100,13043100,23,指名競争入札
20080617,伊都産業振興部,農業農村整備課,平成20年度,畑総第3号-2,畑地帯総合整備事業　河根地区　１号団地造成工事　　　　　　　　　　　　　　　　　,伊都郡　九度山町　　,河根　　　　　　　　,地内　　　　　　　　,（株）藤田組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,67368000,50237250,63525000,10,条件付一般競争入札
20080611,日高産業振興部,農業農村整備課,平成20年度,畑総第2号-51,みなべ地区実施設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,　　　　　　　　　　,地内　　　　　　　　,（株）岡本設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,21808500,0,20580000,10,指名競争入札
20080611,日高産業振興部,農業農村整備課,平成20年度,基水第35号-51,南紀用水工区保全計画策定業務　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,　　　　　　　　　　,地内　　　　　　　　,内外エンジニアリング（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,9628500,0,8662500,12,指名競争入札
20080611,日高産業振興部,森林整備課,平成20年度,復旧第5号-2,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,上田原　　　　　　　,幸合地内　　　　　　,タナカ技研（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,33500250,24046050,27510000,20,指名競争入札
20080611,日高産業振興部,森林整備課,平成20年度,水源補正第1号-1,水源流域地域保全事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,初湯川　　　　　　　,広原地内　　　　　　,北村建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,34273050,24628800,24628800,22,指名競争入札
20080611,日高産業振興部,森林整備課,平成20年度,水源補正第1号-2,水源流域地域保全事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,初湯川　　　　　　　,広原地内　　　　　　,坂本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,27226500,19343100,26092500,15,指名競争入札
20080611,日高産業振興部,森林整備課,平成20年度,予防補正第2号,予防治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,高津尾　　　　　　　,広瀬地内　　　　　　,（株）上平建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,31711050,22699950,30555000,20,指名競争入札
20080610,東牟婁産業振興部,森林整備課,平成20年度,地すべり第1号-1,治山事業調査業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町宮井　　　　,字奥谷外地内　　　　,ワコウコンサルタント（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,30277800,0,17220000,19,指名競争入札
20080609,東牟婁産業振興部,森林整備課,平成20年度,復旧第15号-1,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町滝本　　　　,字細野地内　　　　　,紀松園　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,12790050,8734110,12274500,19,指名競争入札
20080609,東牟婁産業振興部,森林整備課,平成20年度,水広第2号-1,水源流域広域保全事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,宇筒井　　　　　　　,字奥山地内　　　　　,（有）下地組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,9629550,6530580,6530580,20,指名競争入札
20080609,東牟婁産業振興部,森林整備課,平成20年度,復旧第12号-1,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,松根　　　　　　　　,字崩ノ川地内　　　　,中居建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,21852600,15352890,15352890,25,指名競争入札
20080606,海草産業振興部,農業農村整備課,平成20年度,新水保第1号-2,安原地区　吉原支線水路改修工事　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,吉原　　　　　　　　,外地内　　　　　　　,吉田造園土木　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,13797000,10403400,11445000,20,指名競争入札
20080605,那賀産業振興部,農業農村整備課,平成20年度,ため調第1号-1,震災対策ため池土質調査業務委託　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,北長田　　　　　　　,地内外　　　　　　　,（株）白浜試錐　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,5964000,0,2205000,11,指名競争入札
20080605,那賀産業振興部,農業農村整備課,平成20年度,中山間第2号-1,ほ場整備測量設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,貴志川町北山　　　　,地内　　　　　　　　,日技クラウン（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,18711000,0,16800000,9,指名競争入札
20080605,那賀産業振興部,農業農村整備課,平成20年度,中山間第2号-2,農道測量設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,貴志川町北山　　　　,地内　　　　　　　　,（株）関西技建　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,8379000,0,3265500,16,指名競争入札
20080605,伊都産業振興部,農業農村整備課,平成20年度,中山間第3号-51,中山間総合整備事業　吉原地区　測量設計業務　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,吉原　　　　　　　　,地内　　　　　　　　,（株）近代技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,18480000,0,16590000,11,指名競争入札
20080605,有田産業振興部,森林整備課,平成20年度,復旧補正第2号-2,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡有田川町大字　,修理川字東加九鬼　　,地内　　　　　　　　,（株）中岡組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,28290150,21655200,26355000,19,指名競争入札
20080605,有田産業振興部,森林整備課,平成20年度,予防補正第1号,予防治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡有田川町大字　,大蔵字不動尾　　　　,地内　　　　　　　　,小池組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,35273700,25383750,31733100,21,指名競争入札
20080604,那賀産業振興部,農業農村整備課,平成20年度,畑総第4号-1,１号排水路兼用道路法面調査測量設計業務　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,竹房　　　　　　　　,地内　　　　　　　　,（株）近代技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2478000,0,2226000,14,指名競争入札
20080604,那賀産業振興部,森林整備課,平成20年度,復旧補正第1号,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,切畑　　　　　　　　,字葛城地内　　　　　,（有）中井進建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,28950600,20630400,26775000,20,指名競争入札
20080604,日高産業振興部,森林整備課,平成20年度,県防第2号,県土防災対策治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,川原河　　　　　　　,後垣内地内　　　　　,杉本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,5043150,3404100,4767000,21,指名競争入札
20080604,日高産業振興部,森林整備課,平成20年度,県防第3号,県土防災対策治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,上初湯川　　　　　　,鉢地内　　　　　　　,（株）イワキ建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,13155450,8971200,11098500,19,指名競争入札
20080604,日高産業振興部,森林整備課,平成20年度,県防第6号,県土防災対策治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,上初湯川　　　　　　,鉢地内　　　　　　　,青貝建築　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,694050,0,661500,20,指名競争入札
20080530,海草産業振興部,農業農村整備課,平成20年度,地すべり第5号-1,永谷地区Ｄ－１集水井進入路工事　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,永谷　　　　　　　　,地内　　　　　　　　,弓倉鉄建　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1144500,0,1071000,22,指名競争入札
20080530,海草産業振興部,農業農村整備課,平成20年度,地すべり第5号-11,永谷地区　地すべり観測その２業務　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,永谷　　　　　　　　,地内　　　　　　　　,（株）キンキ地質センター和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3591000,0,3150000,15,指名競争入札
20080530,海草産業振興部,農業農村整備課,平成20年度,新水保第1号-1,吉原水路改修その３工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,吉原外　　　　　　　,地内　　　　　　　　,（株）丸栄山下組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,34482000,26377050,26377050,20,指名競争入札
20080530,海草産業振興部,農業農村整備課,平成20年度,地すべり第5号-3,永谷地区Ⅰ－１集水井工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,永谷　　　　　　　　,地内　　　　　　　　,（株）世紀工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,17314500,12499200,12499200,17,指名競争入札
20080529,伊都産業振興部,農業農村整備課,平成20年度,推進第1号-1,農業農村整備県単推進調査　　　　　　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,吉原　　　　　　　　,・田原地内　　　　　,（株）キンキ地質センター和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1648500,0,1470000,11,指名競争入札
20080529,有田産業振興部,森林整備課,平成20年度,復旧第3号-1,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡有田川町大字　,修理川字東加九鬼　　,地内　　　　　　　　,（有）小原組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,36306900,26163900,26163900,19,指名競争入札
20080529,西牟婁産業振興部,森林整備課,平成20年度,予防第10号-1,予防治山事業調査業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　上富田町　,生馬　　　　　　　　,黄金倉地内　　　　　,応用地質（株）和歌山支店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,7176750,0,4179000,7,指名競争入札
20080529,西牟婁産業振興部,森林整備課,平成20年度,水広第1号-6,水源流域広域保全事業全体計画調査業務委託　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村丹生ノ川　　　,坂田井外地内　　　　,アジア航測（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,9044700,0,5827500,7,指名競争入札
20080528,海草産業振興部,農業農村整備課,平成20年度,ため池等第11号-1,慶権寺池測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,鳥居　　　　　　　　,地内　　　　　　　　,（株）パスコ和歌山支店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,14700000,0,13440000,16,指名競争入札
20080528,海草産業振興部,農業農村整備課,平成20年度,地すべり第5号-12,Ｄ－３集水井進入路測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,永谷　　　　　　　　,地内　　　　　　　　,（有）フソウ測量　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,315000,0,189000,18,指名競争入札
20080528,海草産業振興部,森林整備課,平成20年度,復旧第1号-1,治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,井堰　　　　　　　　,字奥ノ谷地内　　　　,（有）クボタ測建工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1113000,0,724500,18,指名競争入札
20080528,伊都産業振興部,農業農村整備課,平成20年度,畑総第3号-1,畑地帯総合整備事業　河根地区　耕作道２号農道工事　　　　　　　　　　　　　　　　,伊都郡　九度山町　　,河根　　　　　　　　,地内　　　　　　　　,上土谷組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,15351000,11551050,14490000,18,指名競争入札
20080528,伊都産業振興部,森林整備課,平成20年度,予防第2号,予防治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　高野町　　　,大字林　　　　　　　,字山戸ノ岡地内　　　,（株）伊藤工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,41094900,29789550,38745000,16,指名競争入札
20080528,伊都産業振興部,森林整備課,平成20年度,水地第1号-1,水源流域地域保全事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,大字花園久木　　　　,地内　　　　　　　　,（株）阪田組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,21415800,15029700,20338500,16,指名競争入札
20080528,伊都産業振興部,森林整備課,平成20年度,復旧第2号,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,大字平　　　　　　　,字中平地内　　　　　,窪田組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,30034200,21442050,28528500,18,指名競争入札
20080528,日高産業振興部,農業農村整備課,平成20年度,基水第33号-51,日高川工区保全計画策定業務　　　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,藤田町　　　　　　　,地内　　　　　　　　,日技クラウン（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4357500,0,3885000,12,指名競争入札
20080528,日高産業振興部,農業農村整備課,平成20年度,ため池等第8号-51,新池（野島）地区　土取場測量業務　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,名田町　野島　　　　,地内　　　　　　　　,（有）日廣技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2614500,0,1564500,11,指名競争入札
20080528,日高産業振興部,農業農村整備課,平成20年度,ため池等第10号-51,新池（三百瀬）地区　土取場測量業務　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,三百瀬　　　　　　　,地内　　　　　　　　,（株）小池組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2929500,0,2034900,10,指名競争入札
20080527,水産振興課,水産振興課,平成20年度,漁村再生第1号-1,日置工区漁場測量及び調査委託業務　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,日置　　　　　　　　,地内　　　　　　　　,（株）熊野実測　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1942500,0,1543500,21,指名競争入札
20080527,有田産業振興部,農業農村整備課,平成20年度,ため池等第1号-50,糸我町新池地区調査測量設計業務　　　　　　　　　　　　　　　　　　　　　　　　　,有田市　　　　　　　,糸我町　中番　　　　,地内　　　　　　　　,（株）近代技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,11959500,0,10710000,16,指名競争入札
20080527,有田産業振興部,農業農村整備課,平成20年度,基水第32号-50,基幹水利施設ストックマネジメント事業広川工区用水路保全計画業務　　　　　　　　　,有田郡　広川町　　　,殿　　　　　　　　　,他地内　　　　　　　,日技クラウン（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,9733500,0,8715000,16,指名競争入札
20080527,有田産業振興部,農業農村整備課,平成20年度,地すべり第6号-50,畦田２期地区  地すべり観測業務　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,瀬井　　　　　　　　,地内　　　　　　　　,基礎地盤コンサルタンツ（株）和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,9292500,0,8389500,16,指名競争入札
20080526,西牟婁産業振興部,農業農村整備課,平成20年度,畑総第5号-1,下中三栖地区　中三栖ほ場整備工事　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,下三栖　　　　　　　,中三栖地内　　　　　,（株）那須建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,36445500,27064800,34125000,20,指名競争入札
20080526,西牟婁産業振興部,森林整備課,平成20年度,県防第4号,県土防災対策治山事業調査業務委託　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　上富田町　,岩田　　　　　　　　,上殿地内　　　　　　,ワコウコンサルタント（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3719100,0,2919000,15,指名競争入札
20080526,西牟婁産業振興部,森林整備課,平成20年度,予防第12号,予防治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,合川　　　　　　　　,大川通地内　　　　　,佐古建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,22632750,15928500,21210000,20,指名競争入札
20080526,西牟婁産業振興部,森林整備課,平成20年度,特流第1号-1,特定流域総合治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町道湯川　　　,広田地内　　　　　　,山本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,20109600,14498400,14498400,20,指名競争入札
20080526,西牟婁産業振興部,森林整備課,平成20年度,特流第1号-2,特定流域総合治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町道湯川　　　,広田地内　　　　　　,岡本工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,16569000,11944800,11944800,20,指名競争入札
20080522,有田産業振興部,農業農村整備課,平成20年度,地すべり第3号-50,田角４期地区  地すべり調査（継続）業務　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,田角　　　　　　　　,地内　　　　　　　　,（株）環境地盤　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4662000,0,1554000,16,指名競争入札
20080522,有田産業振興部,農業農村整備課,平成20年度,県モデル第1号-50,つづら地区測量設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,久野原　　　　　　　,地内　　　　　　　　,（株）石井コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2236500,0,1239000,16,指名競争入札
20080522,西牟婁産業振興部,森林整備課,平成20年度,復旧第11号-1,復旧治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町近露大塔　　,地内　　　　　　　　,テクノ富貴（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2928450,0,2772000,20,指名競争入札
20080522,西牟婁産業振興部,森林整備課,平成20年度,復旧第14号-1,復旧治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町静川楠戸　　　,地内　　　　　　　　,（株）果無　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3074400,0,2887500,20,指名競争入札
20080522,西牟婁産業振興部,森林整備課,平成20年度,予防第9号-1,予防治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,富田高瀬　　　　　　,地内　　　　　　　　,（有）南紀測量　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1569750,0,1459500,23,指名競争入札
20080521,那賀産業振興部,森林整備課,平成20年度,奥地保安林第2号-1,奥地保安林那賀測量設計業務委託事業　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,中鞆渕　　　　　　　,字米ノ郷地内　　　　,西畑測量設計（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1739850,0,1627500,18,指名競争入札
20080521,日高産業振興部,農業農村整備課,平成20年度,畑総第1号-5,名田地区畑かん施設付帯工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,名田町　　　　　　　,地内　　　　　　　　,（株）駒場工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,6667500,5181750,5181750,19,指名競争入札
20080521,日高産業振興部,森林整備課,平成20年度,復旧第8号-1,復旧治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,古屋　　　　　　　　,池ノ谷地内　　　　　,（株）日高測地　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1159200,0,1081500,11,指名競争入札
20080521,日高産業振興部,森林整備課,平成20年度,予防第6号-1,予防治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,上越方　　　　　　　,露谷地内　　　　　　,（株）小池組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2103150,0,1824900,11,指名競争入札
20080521,日高産業振興部,森林整備課,平成20年度,予防第7号-1,予防治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,寒川　　　　　　　　,小藪川南原地内　　　,（有）日廣技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1884750,0,1764000,11,指名競争入札
20080521,日高産業振興部,森林整備課,平成20年度,予防第8号-1,予防治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,羽六　　　　　　　　,研屋地内　　　　　　,（有）成和測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,543900,0,504000,11,指名競争入札
20080521,日高産業振興部,森林整備課,平成20年度,奥地保安林第11号-1,奥地保安林保全緊急対策事業測量設計業務委託　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,三十井川　　　　　　,宮ノ口　外地内　　　,（株）マエモト　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,728700,0,682500,11,指名競争入札
20080521,日高産業振興部,森林整備課,平成20年度,水地第2号-1,水源流域地域保全事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,田尻　　　　　　　　,本谷地内　　　　　　,（有）ヤマニシ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,652050,0,609000,11,指名競争入札
20080521,日高産業振興部,森林整備課,平成20年度,水地第2号-2,水源流域地域保全事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,田尻　　　　　　　　,本谷地内　　　　　　,（株）日進コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1200150,0,1134000,11,指名競争入札
20080521,日高産業振興部,森林整備課,平成20年度,水地第2号-3,水源流域地域保全事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,田尻　　　　　　　　,本谷地内　　　　　　,五輪コンサルタント（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1555050,0,1396500,11,指名競争入札
20080521,日高産業振興部,森林整備課,平成20年度,復旧第5号-1,復旧治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,上田原　　　　　　　,幸合地内　　　　　　,（株）赤坂測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1464750,0,1386000,11,指名競争入札
20080521,日高産業振興部,森林整備課,平成20年度,復旧第6号-1,復旧治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,寒川　　　　　　　　,板垣内地内　　　　　,（有）佐々木測量設計地所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1740900,0,1627500,11,指名競争入札
20080521,日高産業振興部,森林整備課,平成20年度,復旧第6号-2,復旧治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,寒川　　　　　　　　,板垣内地内　　　　　,（株）小池組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1202250,0,1110900,11,指名競争入札
20080521,日高産業振興部,森林整備課,平成20年度,復旧第7号-1,復旧治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,山口　　　　　　　　,津瀬地内　　　　　　,（株）初山　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1336650,0,1239000,12,指名競争入札
20080520,有田産業振興部,森林整備課,平成20年度,復旧第4号-1,治山事業設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町大字,粟生字西大和杉　　　,地内　　　　　　　　,サンコーコンサルタント（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,25196850,0,15004500,15,指名競争入札
