 平成２２年４月１日から平成２３年３月３１日までの分 ,,,,,,,,,,,,
 入札日 , 執行課名 , 事業担当課名 ,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名,予定価格, 最低制限価格若しくは調査基準価格 , 落札価格 ,応札業者数,入札形式
20100927,海草建設部,道路建設課,井ノ口秋月線道路改良合併工事　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,栗栖　　　　　　　　,地内　　　　　　　　,角谷産業（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 29,164,800 "," 25,070,235 "," 25,227,300 ",13,一般競争入札
20100927,海草建設部,道路建設課,岩出海南線小規模改良測量業務　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,平尾　　　　　　　　,地内　　　　　　　　,（株）中山綜合コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,837,500 "," 1,373,296 "," 1,374,093 ",17,一般競争入札
20100927,海草建設部,道路建設課,日方大野中藤白線道路改良外合併工事　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,日方　　　　　　　　,地内　　　　　　　　,（株）東峰建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 8,381,100 "," 7,174,282 "," 7,198,332 ",8,一般競争入札
20100927,海草建設部,道路建設課,日方大野中藤白線地方特定道路整備工事　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,日方　　　　　　　　,地内　　　　　　　　,（株）丸山組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 19,476,450 "," 16,769,159 "," 16,822,050 ",16,一般競争入札
20100927,海草建設部,道路保全課,粉河加太線交通安全施設等整備調査業務　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,直川　　　　　　　　,地内　　　　　　　　,（株）近畿コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 241,500 "," 199,295 "," 208,324 ",8,一般競争入札
20100927,海草建設部,道路保全課,新和歌浦線外道路維持修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,田野外　　　　　　　,地内　　　　　　　　,（有）楠見建材　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 11,595,150 "," 9,636,488 "," 9,646,350 ",14,一般競争入札
20100927,海草建設部,道路保全課,新和歌浦梅原線道路調査外合併調査業務　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,舟津町１丁目外　　　,地内　　　　　　　　,（株）シーエスエス　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,139,500 "," 2,395,015 "," 2,400,876 ",7,一般競争入札
20100927,海草建設部,道路保全課,粉河加太線外地方道路交付金工事　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,弘西外　　　　　　　,地内　　　　　　　　,（有）和歌山ライン　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 8,270,850 "," 6,809,098 "," 6,819,750 ",22,一般競争入札
20100927,海草建設部,道路保全課,和歌山橋本線外地方道路交付金外合併工事　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,神前外　　　　　　　,地内　　　　　　　　,（株）キンキ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 8,581,650 "," 7,137,988 "," 7,139,895 ",22,一般競争入札
20100927,海草建設部,道路保全課,紀和停車場線（伊勢橋）外橋梁２次点検業務　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,鈴丸丁外　　　　　　,地内　　　　　　　　,（株）長大和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 14,931,000 "," 11,898,163 "," 11,922,750 ",36,一般競争入札
20100927,海草建設部,道路保全課,岩出海南線交付金工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,岡田　　　　　　　　,地内　　　　　　　　,（有）恒久建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 18,135,600 "," 15,632,184 "," 15,659,700 ",7,一般競争入札
20100927,海草建設部,道路保全課,国道４２４号交付金工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,下津野　　　　　　　,地内　　　　　　　　,（株）丸山組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 19,450,200 "," 16,427,162 "," 16,562,700 ",12,一般競争入札
20100927,海草建設部,河川課,土入川交付金調査・解析業務　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,湊　　　　　　　　　,地内　　　　　　　　,八千代エンジニヤリング（株）大阪支店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 10,605,000 "," 8,694,434 "," 8,751,750 ",10,一般競争入札
20100927,海草建設部,河川課,和歌川（水軒川）河川環境整備調査・解析業務　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,西浜外　　　　　　　,地内　　　　　　　　,（株）クレアリア関西支店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,507,000 "," 2,801,803 "," 2,827,650 ",9,一般競争入札
20100927,海草建設部,河川課,和歌川地震・高潮対策調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,紀三井寺外　　　　　,地内　　　　　　　　,（株）武田基礎調査　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 9,954,000 "," 8,163,382 "," 8,279,040 ",26,一般競争入札
20100927,海草建設部,河川課,和歌川（大門川）河川環境整備発注者支援業務　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,中之島外　　　　　　,地内　　　　　　　　,（株）シーエスエス　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,153,000 "," 5,038,651 "," 5,335,050 ",7,一般競争入札
20100927,海草建設部,河川課,和歌川交付金測量業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,宇須４丁目外　　　　,地内　　　　　　　　,（株）シーエスエス　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 10,458,000 "," 8,235,822 "," 8,251,039 ",33,一般競争入札
20100927,海草建設部,河川課,七瀬川総合流域防災工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,西田井　　　　　　　,地内　　　　　　　　,（株）谷組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 10,387,650 "," 8,711,192 "," 8,721,300 ",7,一般競争入札
20100927,海草建設部,河川課,七瀬川堤防改修解析設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,西田井外　　　　　　,地内　　　　　　　　,（株）データ技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 26,638,500 "," 19,627,335 "," 19,747,350 ",28,一般競争入札
20100927,海草建設部,河川課,亀の川総合流域防災調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,布引　　　　　　　　,地内　　　　　　　　,（株）南紀航測センター　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,173,500 "," 1,693,874 "," 1,698,900 ",12,一般競争入札
20100927,海草建設部,砂防課,東畑地区地すべり対策工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,東畑　　　　　　　　,地内　　　　　　　　,川口建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,550,550 "," 6,330,124 "," 6,795,600 ",11,一般競争入札
20100927,海草建設部,砂防課,阪井地区急傾斜地崩壊対策工事　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,阪井　　　　　　　　,地内　　　　　　　　,（株）丸栄山下組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 20,531,700 "," 17,249,400 "," 17,281,950 ",2,一般競争入札
20100927,伊都建設部,道路建設課,紀の川左岸地区　地質調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,平沼田　　　　　　　,地内　　　　　　　　,（株）タニガキ建工　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,648,500 "," 1,378,953 "," 1,393,172 ",22,一般競争入札
20100927,伊都建設部,道路建設課,紀の川左岸地区　平沼田トンネル照明工事　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,平沼田　　　　　　　,地内　　　　　　　　,（株）田中電気工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 14,091,000 "," 12,045,492 "," 12,117,000 ",7,一般競争入札
20100927,伊都建設部,道路建設課,紀の川左岸地区　平沼田法面設計業務　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,平沼田　　　　　　　,地内　　　　　　　　,（株）エース和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,761,500 "," 2,009,627 "," 2,067,450 ",12,一般競争入札
20100927,伊都建設部,道路建設課,国道４８０号　小規模道路改良外合併工事　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,平　　　　　　　　　,外地内　　　　　　　,（株）上野山組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 16,803,150 "," 14,148,760 "," 14,242,200 ",9,一般競争入札
20100927,伊都建設部,道路建設課,山田岸上線　道路改良電光掲示板施設移設設計業務　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,神野々　　　　　　　,地内　　　　　　　　,（有）三木測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,123,500 "," 893,491 "," 898,800 ",8,一般競争入札
20100927,伊都建設部,道路建設課,那賀かつらぎ線　道路改良環境調査外合併業務　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,笠田中　　　　　　　,地内　　　　　　　　,（株）建設技術研究所大阪本社　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 17,913,000 "," 13,310,665 "," 13,409,550 ",19,一般競争入札
20100927,伊都建設部,道路保全課,国道３７１号地方道路交付金合併工事　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　高野町　　　,杖ケ薮　　　　　　　,地内　　　　　　　　,（株）山下組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 16,173,150 "," 13,653,501 "," 13,658,400 ",21,一般競争入札
20100927,伊都建設部,道路保全課,橋本五條線　社会資本整備交付金交通安全工事　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,上田　　　　　　　　,地内　　　　　　　　,（有）小出組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 10,284,750 "," 8,581,072 "," 8,638,350 ",9,一般競争入札
20100927,伊都建設部,道路保全課,国道３７１号　地方道路交付金工事　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　高野町　　　,相ノ浦　　　　　　　,地内　　　　　　　　,紀伊建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 14,551,950 "," 12,345,900 "," 12,369,000 ",21,一般競争入札
20100927,伊都建設部,道路保全課,国道３７０号（橋本橋）橋りょう補修工事　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,橋本　　　　　　　　,地内　　　　　　　　,（有）前芝塗装工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 16,889,250 "," 14,067,558 "," 14,076,468 ",18,一般競争入札
20100927,伊都建設部,道路保全課,国道３７０号（橋本橋）橋りょう補修工事　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,橋本　　　　　　　　,地内　　　　　　　　,柴田建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 12,212,550 "," 10,365,600 "," 10,391,850 ",4,一般競争入札
20100927,伊都建設部,道路保全課,国道３７０号（橋本橋）橋りょう補修工事　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,橋本　　　　　　　　,地内　　　　　　　　,（株）上野山塗工所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 16,957,500 "," 14,282,232 "," 14,292,600 ",18,一般競争入札
20100927,伊都建設部,道路保全課,国道３７０号（橋本橋）橋りょう補修工事　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,橋本　　　　　　　　,地内　　　　　　　　,（株）岡利商事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 9,788,100 "," 8,374,768 "," 8,476,440 ",4,一般競争入札
20100927,伊都建設部,道路保全課,国道３７１号（高野龍神スカイライン）地方道路交付金合併工事　　　　　　　　　　　,伊都郡　高野町　　　,大滝　　　　　　　　,地内　　　　　　　　,（株）上野山組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 28,262,850 "," 24,153,122 "," 24,181,500 ",23,一般競争入札
20100927,伊都建設部,道路保全課,国道３７０号（橋本橋）橋りょう補修工事　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,橋本　　　　　　　　,地内　　　　　　　　,（有）西原塗装工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 16,957,500 "," 14,197,050 "," 14,218,890 ",17,一般競争入札
20100927,伊都建設部,道路保全課,二見御幸辻停車場線（新紀見橋）橋梁補修外合併工事　　　　　　　　　　　　　　　　,橋本市　　　　　　　,胡麻生　　　　　　　,地内　　　　　　　　,紀伊建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 17,805,900 "," 14,867,605 "," 14,880,600 ",12,一般競争入札
20100927,伊都建設部,道路保全課,国道４８０号（揚橋）橋りょう補修外合併工事　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,花園北寺　　　　　　,地内　　　　　　　　,西建産業（有）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 9,762,900 "," 8,213,824 "," 8,305,500 ",2,一般競争入札
20100927,東牟婁新宮建設部,道路建設課,国道１６９号道路改良測量業務　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町玉置口　　　,地内　　　　　　　　,中本測量事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 640,500 "," 460,605 "," 598,500 ",9,一般競争入札
20100927,東牟婁新宮建設部,道路保全課,国道１６８号外地方道路交付金交通安全外合併工事　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,磐盾外　　　　　　　,地内　　　　　　　　,山三組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 8,844,150 "," 7,490,145 "," 7,492,800 ",20,一般競争入札
20100927,東牟婁新宮建設部,港湾整備課,新宮海岸外海岸修繕調査設計業務　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,王子町　　　　　　　,外地内　　　　　　　,基礎地盤コンサルタンツ（株）和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,462,500 "," 3,384,385 "," 3,386,250 ",13,一般競争入札
20100924,西牟婁建設部,道路保全課,温川田辺線道路維持修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,新庄町　　　　　　　,地内　　　　　　　　,横手組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 8,117,550 "," 6,530,193 "," 6,632,850 ",6,一般競争入札
20100924,西牟婁建設部,道路保全課,国道３７１号道路災害防除外合併工事　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村龍神　　　　　,地内　　　　　　　　,五味建材　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 11,301,150 "," 9,531,421 "," 9,531,900 ",24,一般競争入札
20100924,西牟婁建設部,道路保全課,国道３７１号外橋梁長寿命化対策発注者支援業務　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町温川　　　　,外地内　　　　　　　,日高測量設計（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,649,000 "," 4,719,405 "," 5,027,400 ",6,一般競争入札
20100924,西牟婁建設部,道路保全課,上富田すさみ線外橋梁長寿命化対策発注者支援業務　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,小川　　　　　　　　,外地内　　　　　　　,小川測量設計（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,544,000 "," 4,600,445 "," 4,882,500 ",6,一般競争入札
20100924,西牟婁建設部,砂防課,要助谷川通常砂防発注者支援業務　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,上秋津　　　　　　　,地内　　　　　　　　,（有）南紀測量　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,743,500 "," 4,752,226 "," 5,103,000 ",7,一般競争入札
20100924,西牟婁建設部,公共建築課,滝ノ拝園地公衆便所設備工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,小川　　　　　　　　,地内　　　　　　　　,森水道工事店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 15,074,850 "," 13,162,100 "," 13,204,485 ",13,一般競争入札
20100924,西牟婁建設部,港湾整備課,田辺海岸外港湾海岸調査外合併業務　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,新庄町　　　　　　　,外地先　　　　　　　,小原測量　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,278,500 "," 1,631,939 "," 2,039,100 ",9,一般競争入札
20100924,東牟婁串本建設部,道路建設課,那智勝浦古座川線外地方特定道路整備建物調査業務　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,山手外　　　　　　　,地内　　　　　　　　,東設計工房　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,186,500 "," 949,767 "," 959,700 ",11,一般競争入札
20100924,東牟婁串本建設部,道路建設課,すさみ古座線道路改良調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　すさみ町　,周参見　　　　　　　,地内　　　　　　　　,長尾建築設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,585,500 "," 1,243,881 "," 1,245,134 ",17,一般競争入札
20100924,東牟婁串本建設部,道路保全課,すさみ古座線外地方道路交付金地質調査業務　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,一雨外　　　　　　　,地内　　　　　　　　,（有）熊野路測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,921,500 "," 1,481,550 "," 1,492,050 ",4,一般競争入札
20100924,東牟婁串本建設部,道路保全課,高瀬古座停車場線（古座橋）社会資本整備交付金道路保全工事　　　　　　　　　　　　,東牟婁郡　串本町　　,中湊外　　　　　　　,地内　　　　　　　　,（有）竹本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 63,462,000 "," 54,684,000 "," 63,304,500 ",4,一般競争入札（総合評価）
20100922,和歌山下津港湾事務所,港湾整備課,和歌山下津港　港湾改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,材木丁　　　　　　　,地先　　　　　　　　,（株）西組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 27,965,700 "," 24,388,910 "," 24,440,850 ",8,一般競争入札
20100922,和歌山下津港湾事務所,港湾整備課,和歌山下津港　港湾改良設計業務　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,湊　　　　　　　　　,地内　　　　　　　　,（株）データ技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,940,000 "," 2,244,973 "," 2,255,400 ",4,一般競争入札
20100922,海草建設部,道路建設課,粉河加太線地方特定道路整備工事　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,六十谷　　　　　　　,地内　　　　　　　　,紀陽竹中（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 8,709,750 "," 7,348,918 "," 7,349,160 ",22,一般競争入札
20100922,海草建設部,道路建設課,粉河加太線地方特定道路整備発注者支援業務　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,宇田森～直川　　　　,地内　　　　　　　　,（株）シーエスエス　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,153,000 "," 5,176,347 "," 5,335,050 ",9,一般競争入札
20100922,海草建設部,道路建設課,三田三葛線地方特定道路整備発注者支援業務　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,和田～坂田　　　　　,地内　　　　　　　　,和歌山航測（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,153,000 "," 5,217,146 "," 5,775,000 ",8,一般競争入札
20100922,海草建設部,道路建設課,海南金屋線地方特定道路整備発注者支援業務　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,重根　　　　　　　　,外地内　　　　　　　,（株）南紀航測センター　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,153,000 "," 5,232,446 "," 5,252,845 ",9,一般競争入札
20100922,海草建設部,道路建設課,高野口野上線地方特定道路整備発注者支援業務　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,円明寺　　　　　　　,外地内　　　　　　　,（株）石井コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,153,000 "," 5,140,648 "," 5,252,845 ",9,一般競争入札
20100922,海草建設部,道路保全課,新和歌浦梅原線道路維持修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,西小二里２丁目外　　,地内　　　　　　　　,原実業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 8,626,800 "," 7,217,223 "," 7,218,015 ",32,一般競争入札
20100922,海草建設部,道路保全課,和歌山港線外道路維持修繕設計業務　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,築港１丁目外　　　　,地内　　　　　　　　,ワコウコンサルタント（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,969,000 "," 3,088,181 "," 3,496,500 ",7,一般競争入札
20100922,海草建設部,道路保全課,新和歌浦梅原線外道路維持修繕工事　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,湊外　　　　　　　　,地内　　　　　　　　,（株）和歌山ナセリー　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,122,150 "," 6,027,211 "," 6,029,520 ",32,一般競争入札
20100922,海草建設部,道路保全課,和歌山打田線交付金工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,満屋　　　　　　　　,地内　　　　　　　　,（有）西尾組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,145,650 "," 5,070,265 "," 5,073,600 ",18,一般競争入札
20100922,海草建設部,道路保全課,国道３７０号地方道路交付金測量業務　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,中　　　　　　　　　,地内　　　　　　　　,和歌山航測（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,837,500 "," 1,308,082 "," 1,313,596 ",17,一般競争入札
20100922,海草建設部,道路保全課,美里龍神線外橋りょう長命化対策発注者支援業務　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,樋下　　　　　　　　,外地内　　　　　　　,西畑測量設計（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,153,000 "," 5,227,346 "," 5,670,000 ",10,一般競争入札
20100922,海草建設部,道路保全課,国道３７０号地方道路交付金設計合併業務　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,中　　　　　　　　　,地内　　　　　　　　,（株）センダイ工部コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,297,000 "," 2,472,298 "," 2,487,345 ",17,一般競争入札
20100922,海草建設部,道路保全課,岩出野上線外交通安全施設等整備工事　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,動木　　　　　　　　,外地内　　　　　　　,紀州ライン（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,385,850 "," 3,633,953 "," 3,662,400 ",13,一般競争入札
20100922,海草建設部,河川課,和歌川（和田川）広域基幹河川改修外合併発注者支援業務　　　　　　　　　　　　　　,和歌山市　　　　　　,坂田外　　　　　　　,地内　　　　　　　　,ワコウコンサルタント（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,153,000 "," 5,155,948 "," 5,565,000 ",7,一般競争入札
20100922,海草建設部,河川課,和歌川排水機場外特定構造物改築発注者支援業務　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,塩屋外　　　　　　　,地内　　　　　　　　,ワコウコンサルタント（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,153,000 "," 5,120,249 "," 5,565,000 ",7,一般競争入札
20100922,海草建設部,河川課,七瀬川堤防改修測量業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,西田井外　　　　　　,地内　　　　　　　　,（株）石井コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,163,500 "," 4,590,001 "," 4,607,400 ",33,一般競争入札
20100922,海草建設部,河川課,加茂川外河川修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,下津町丸田　　　　　,外地内　　　　　　　,（有）前北工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,452,400 "," 2,875,152 "," 3,349,500 ",2,一般競争入札
20100922,海草建設部,砂防課,府中（１）地区外特殊急傾斜地崩壊対策工事　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,府中外　　　　　　　,地内　　　　　　　　,（株）畑中産業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,774,100 "," 2,321,984 "," 2,404,500 ",2,一般競争入札
20100922,海草建設部,都市政策課,和歌公園公園整備工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,新和歌浦　　　　　　,地内　　　　　　　　,三笠建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,513,050 "," 1,268,782 "," 1,273,650 ",8,一般競争入札
20100922,伊都建設部,道路保全課,九重名倉線　道路環境整備工事　　　　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,高野口町九重　　　　,地内　　　　　　　　,萱野建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 989,100 "," 837,795 "," 846,300 ",7,一般競争入札
