入札日,執行課名,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,指名業者数,入札形式
,有田建設部,御坊湯浅線外あんしん歩行エリア・事故危険箇所対策工法検討業務,有田郡　湯浅町,湯浅,外地内,和建技術（株）,"9,925,650",0,"9,345,000",14,指名競争入札
,有田建設部,国道４８０号外舗装補修工事,有田郡　清水町,押手,外地内,（株）中井組,"9,048,900","6,267,450","8,820,000",8,指名競争入札
,有田建設部,南金屋由良線小規模道路改良工事,有田郡　広川町,殿,地内,（株）田中鉄工所,"4,225,200","3,034,500","4,147,500",17,指名競争入札
,有田建設部,二川ダム公共えん堤改良手動切替装置設置他工事,有田郡　清水町,二川,地内,（株）斉藤鐵工所,"24,936,450","19,370,400","23,415,000",9,指名競争入札
,日高建設部,日高港港湾整備工事,御坊市,塩屋町　北塩屋,地先,（株）北村組,"23,787,750","18,965,100","23,425,500",9,指名競争入札
,日高建設部,日高港港湾整備工事,御坊市,塩屋町　南塩屋,地内,紀州ライン（株）,"332,850",0,"309,750",12,指名競争入札
,日高建設部,由良港県単港湾改良（外）合併工事,日高郡　日高町,小浦,地先,出口組,"6,783,000","5,593,350","6,667,500",8,指名競争入札
,日高建設部,由良港港湾海岸補修工事,日高郡　日高町,方杭,地内,玉置建設,"4,384,800","3,299,100","4,273,500",16,指名競争入札
,日高建設部,由良港港湾海岸補修工事,日高郡　由良町,網代,地内,前田建設,"1,659,000",0,"1,617,000",14,指名競争入札
,日高建設部,日高川河川・海岸管理施設耐震点検測量調査設計業務,御坊市,薗,地内,基礎地盤コンサルタンツ（株）和歌山事務所,"8,912,400",0,"6,195,000",15,指名競争入札
,日高建設部,志賀川堤防改修工事,日高郡　日高町,志賀,地内,（株）濱口設備工業,"2,154,600",0,"2,094,750",16,指名競争入札
,日高建設部,御坊美山線道路改良工事,日高郡　日高川町,船津,地内,（株）清水,"71,537,550","54,223,050","70,108,500",17,指名競争入札
,日高建設部,国道４２４号道路改築工事,日高郡　みなべ町,島之瀬,地内,杉谷産業（株）,"96,870,900","73,676,400","94,815,000",16,指名競争入札
,日高建設部,御坊中津線半島振興道路整備工事,日高郡　日高川町,三佐,地内,（株）小池組,"7,966,350","6,065,850","7,822,500",9,指名競争入札
,日高建設部,柏御坊線地方特定道路整備工事,日高郡　美浜町,和田,地内,（株）中井組,"4,623,150","3,207,750","4,525,500",10,指名競争入札
,日高建設部,吹井地区地すべり対策工事,日高郡　由良町,吹井,地内,（株）由貴建設,"29,793,750","22,408,050","29,389,500",18,指名競争入札
,日高建設部,石の谷川通常砂防工事,日高郡　日高川町,三佐,地内,（株）芝崎組,"9,025,800","6,664,350","8,799,000",14,指名競争入札
,日高建設部,平川通常砂防工事,日高郡　日高川町,平川,地内,西谷組,"25,945,500","18,575,550","25,515,000",17,指名競争入札
,日高建設部,猪谷川通常砂防工事,日高郡　日高川町,初湯川,地内,（株）美山組,"55,357,050","42,112,350","54,799,500",17,指名競争入札
,日高建設部,国道４２４号（外）道路交通情勢調査（外）合併業務,御坊市（外）,管内一円,地内,日高測量設計（株）,"9,153,900",0,"8,694,000",12,指名競争入札
,日高建設部,古井西の地線交通安全施設等整備工事,日高郡　印南町,古井,地内,松樹園,"16,543,800","12,132,750","16,369,500",17,指名競争入札
,日高建設部,御坊美山線交通安全施設等整備調査業務,御坊市,湯川町　財部,地内,（株）白浜試錐,"2,955,750",0,"1,034,250",11,指名競争入札
,日高建設部,御坊美山線交通安全施設等整備工事,御坊市,湯川町　財部,地内,（株）小池組,"2,352,000",0,"2,299,500",10,指名競争入札
,日高建設部,御坊美山線交通安全施設等整備測量業務,御坊市,湯川町　財部,地内,（株）三紀屋測量,"799,050",0,"735,000",11,指名競争入札
,日高建設部,御坊美山線交通安全施設等整備工事,御坊市,湯川町　財部,地内,串本建設,"12,947,550","9,540,300","12,526,500",18,指名競争入札
,日高建設部,日高印南線環境整備（外）合併工事,御坊市,藤田町　藤井,地内,（有）稲垣,"4,124,400","3,007,200","4,032,000",16,指名競争入札
,日高建設部,日高印南線（野口新橋上部工）地方道路交付金工事,御坊市,野口,地内,ショーボンド建設（株）和歌山営業所,"85,509,900","72,125,550","78,645,000",9,指名競争入札
,日高建設部,御坊美山線地方道路交付金工事,日高郡　日高川町,船津,地内,和興建設（株）,"99,970,500","73,946,250","98,700,000",14,指名競争入札
,日高建設部,林道白馬線（第３－３工区）開設工事,日高郡　日高川町,高津尾,地内,（株）上平建設,"93,977,100","70,595,700","92,557,500",17,指名競争入札
,日高建設部,林道白馬線（第３－１工区）開設工事,日高郡　日高川町,高津尾,地内,（株）総合建設上平組,"68,683,650","51,217,950","66,885,000",16,指名競争入札
,日高建設部,玄子小松原線小規模道路改良（外）合併工事,御坊市,藤田町　吉田,地内,（有）紀州エンジニアリング,"2,703,750","1,942,500","1,942,500",17,指名競争入札
,日高建設部,御坊美山線道路改良工事,日高郡　日高川町,船津,地内,（株）信濃組,"68,404,350","51,829,050","67,515,000",17,指名競争入札
,日高建設部,日高川大規模地震対策等設計業務,御坊市,薗,地内,玉野総合コンサルタント（株）和歌山事務所,"16,332,750",0,"15,225,000",15,指名競争入札
,西牟婁建設部,文里港港湾整備工事,田辺市,,文里地内,（株）廣畑組,"25,677,750","20,204,100","25,200,000",9,指名競争入札
,西牟婁建設部,潮岬青少年の家プール濾過装置改修設備工事,東牟婁郡　串本町,潮岬,地内,村口水道工事店,"8,173,200","6,744,150","7,841,400",14,指名競争入札
,西牟婁建設部,左会津川広域基幹河川改修工事,田辺市,稲成町,地内,（株）南紀建設,"12,735,450","8,866,200","12,411,000",15,指名競争入札
,西牟婁建設部,串本高校屋内運動場耐震改修電気設備工事,東牟婁郡　串本町,串本,地内,ソニーショップしおざき,"4,300,800","3,334,800","4,042,500",13,指名競争入札
,西牟婁建設部,串本高校屋内運動場耐震改修建築工事,東牟婁郡　串本町,串本,地内,（株）岡工務店,"18,092,550","15,091,650","15,091,650",14,指名競争入札
,西牟婁建設部,文里港港湾改良工事,田辺市,,文里地内,（株）廣畑組,"25,677,750","20,204,100","25,200,000",9,指名競争入札
,西牟婁建設部,田辺（湊）漁港整備（広域）工事,田辺市,扇ケ浜,地先,（株）廣畑組,"21,903,000","16,833,600","21,472,500",9,指名競争入札
,西牟婁建設部,白浜温泉線交通安全施設等整備工事,西牟婁郡　白浜町,才野,地内,（株）北道工務店,"2,329,950",0,"2,257,500",10,指名競争入札
,西牟婁建設部,田辺龍神線道路災害防除工事,田辺市,秋津川,地内,（株）栗山組,"4,021,500","2,730,000","3,832,500",15,指名競争入札
,西牟婁建設部,林道将軍川線（日置川工区）道路舗装工事,西牟婁郡　日置川町,市鹿野,地内,淺川道路（株）,"6,604,500","4,461,450","6,405,000",10,指名競争入札
,西牟婁建設部,平瀬上三栖線小規模道路改良測量設計業務,田辺市,上三栖,地内,（株）サン技研コンサルタンツ,"3,441,900",0,"3,255,000",16,指名競争入札
,西牟婁建設部,田辺印南線小規模道路改良工事,田辺市,上芳養,地内,（株）輪玉組,"13,306,650","9,686,250","12,904,500",15,指名競争入札
,西牟婁建設部,秋津川田辺線小規模道路改良外合併工事,田辺市,稲成町,地内,（有）新井組,"12,385,800","8,972,250","12,138,000",15,指名競争入札
,西牟婁建設部,上万呂北新町線小規模道路改良工事,田辺市,下万呂,地内,（株）南紀建設,"12,606,300","10,161,900","12,285,000",15,指名競争入札
,西牟婁建設部,日置川大塔線地方特定道路整備工事,西牟婁郡　日置川町,口ケ谷,外地内,淺川道路（株）,"17,434,200","13,512,450","16,905,000",10,指名競争入札
,西牟婁建設部,下川上牟婁線地方特定道路整備工事,田辺市,小川,地内,（株）北道工務店,"8,032,500","5,722,500","7,906,500",10,指名競争入札
,西牟婁建設部,小郷谷川通常砂防設計業務,西牟婁郡　上富田町,岡,地内,（株）阪和測量設計,"966,000",0,"913,500",15,指名競争入札
,東牟婁串本建設部,一雨地区　急傾斜地崩壊対策緊急整備　工事,東牟婁郡　古座川町,長追,地内,関戸組,"454,650",0,"325,500",11,指名競争入札
,東牟婁串本建設部,国道３７１号　小規模道路改良　工事,東牟婁郡　古座川町,平井,地内,松栄建設（株）,"6,909,000","5,250,000","6,720,000",9,指名競争入札
,東牟婁串本建設部,古座川熊野川線　小規模道路改良　外合併　工事,東牟婁郡　古座川町,西川,地内,井道組,"13,738,200","9,940,350","9,940,350",20,指名競争入札
,東牟婁串本建設部,林道将軍川線　第６工区　第８仮設道交差点　工事,東牟婁郡　古座川町,添野川,地内,（株）岡林組,"10,008,600","7,204,050","7,204,050",20,指名競争入札
,東牟婁串本建設部,林道将軍川線　仮設道補修工,東牟婁郡　古座川町,添野川,地内,（株）小森組,"14,110,950","9,915,150","13,755,000",9,指名競争入札
,東牟婁串本建設部,すさみ古座線　道路改良　工事,西牟婁郡　すさみ町,上戸川,地内,村田建設,"18,338,250","13,760,250","13,760,250",19,指名競争入札
,東牟婁串本建設部,国道３７１号　小規模道路改良　工事,東牟婁郡　古座川町,平井,地内,引地組,"7,442,400","5,581,800","5,581,800",11,指名競争入札
,東牟婁串本建設部,田原古座線　地方道路交付金　外合併　工事,東牟婁郡　串本町,佐部,地内,松栄建設（株）,"5,822,250","4,330,200","5,670,000",9,指名競争入札
,東牟婁串本建設部,田原古座線　地方道路交付金　工事,東牟婁郡　串本町,佐部,地内,浅利建設,"9,679,950","7,264,950","7,264,950",9,指名競争入札
20050928,技術調査課,平成１７年度公共事業労務費調査（１０月調査）外合併業務,県下全域,,,（財）建設物価調査会大阪事務所,"3,129,000",0,"2,677,500",2,指名競争入札
,公共建築課,粉河高校管理・特別教室棟大規模改造工事設計業務,那賀郡　粉河町,粉河,地内,一級建築士事務所金岡設計,"8,865,150",0,"8,421,000",13,指名競争入札
,公共建築課,日高高校中津分校校舎外部改修工事,日高郡　日高川町,西原,地内,巧細川組（株）,"27,661,200","23,134,650","26,827,500",14,指名競争入札
,公共建築課,警察本部庁舎耐震改修電気設備工事,和歌山市,小松原通一丁目,地内,関西電気工事（株）,"83,800,500","70,668,150","78,645,000",15,指名競争入札
,公共建築課,環境衛生研究センター東館屋上防水工事,和歌山市,砂山南３丁目,地内,（有）シールテック,"3,488,100","2,964,885","3,307,500",14,指名競争入札
,公共建築課,自然博物館水槽防水補修他工事,海南市,船尾,地内,（有）下津開発,"6,209,700","5,278,245","5,754,000",17,指名競争入札
,公共建築課,和歌山商業高校特別教室棟大規模改造工事設計業務,和歌山市,砂山南３丁目,地内,（株）小川一級建築士設計事務所,"7,151,550",0,"4,147,500",11,指名競争入札
,公共建築課,紀北工業高校運動場照明設備工事,橋本市,神野々,地内,中谷電気工事（株）,"21,546,000","17,659,950","20,475,000",17,指名競争入札
,公共建築課,警察本部耐震改修機械設備工事,和歌山市,小松原通一丁目,地内,（株）小向商会,"107,257,500","91,168,875","101,850,000",15,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　港湾浚渫　合併　調査業務,海南市,日方,地先,和建技術（株）,"977,550",0,"913,500",6,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　港湾改良（築港第一岸壁）設計　業務,和歌山市,湊,地内,（株）日本港湾コンサルタント関西支社和歌山事務所,"1,860,600",0,"1,627,500",15,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　港湾修繕　工事,和歌山市,西浜,地内,（有）山本耕次建設工業,"2,884,350","2,280,600","2,280,600",15,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　港湾浚渫　外合併　工事,和歌山市,和歌浦南,地先,三笠建設（株）,"3,256,050",0,"2,992,500",15,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　港湾修繕　工事,和歌山市,西浜,地内,関西建設（株）,"586,950",0,"456,750",12,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　港湾改良　工事,和歌山市,西浜,地内,関西建設（株）,"586,950",0,"456,750",12,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　港湾改良　工事,和歌山市,西浜,地内,（有）山本耕次建設工業,"2,884,350","2,280,600","2,280,600",15,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　港湾浚渫　外合併　工事,海南市,下津町方,地先,（株）丸山組,"3,129,000",0,"3,003,000",10,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　港湾改良　測量設計　業務,和歌山市,本港（湊）,地内,和歌山航測（株）,"3,076,500",0,"2,908,500",15,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　海岸修繕調査　業務,和歌山市,和歌浦,地先,和建技術（株）,"490,350",0,"451,500",6,指名競争入札
,海草建設部,日方川広域基幹河川改修工事,海南市,日方,地内,（有）助野建設,"14,562,450","11,029,200","14,049,000",15,指名競争入札
,海草建設部,日方川河川災害査定用設計委託業務,海南市,重根,地内,（有）クボタ測建工業,"325,500",0,"299,250",14,指名競争入札
,海草建設部,貴志川河川修繕工事,海草郡　紀美野町,吉野,地内,宇恵組,"11,771,550","7,578,900","11,319,000",16,指名競争入札
,海草建設部,国道３７０号道路災害査定用設計委託業務,海草郡　美里町,鎌滝,地内,和秀技研（有）,"271,950",0,"261,450",14,指名競争入札
,海草建設部,興加茂郷停車場線地方特定道路整備工事,海南市,下津町曽根田,地内,井岡組,"17,612,700","13,323,450","16,695,000",18,指名競争入札
,海草建設部,和歌山野上線半島振興道路整備工事,海南市,野尻,地内,（株）共栄建設,"30,289,350","22,519,350","28,980,000",13,指名競争入札
,海草建設部,国道３７０号外交通安全施設等整備工事,海南市,幡川,外地内,カメイ建設（株）,"29,984,850","21,175,350","21,175,350",11,指名競争入札
,海草建設部,国道３７０号外舗装補修工事,海草郡　野上町,吉野,外地内,（株）丸山組,"14,179,200","10,064,250","10,064,250",15,指名競争入札
,海草建設部,国道３７０号道路改築調査業務,海草郡　美里町,神野市場,地内,（株）湯川総合補償コンサルタント,"672,000",0,"231,000",13,指名競争入札
,海草建設部,花園美里線道路改良調査設計業務,海草郡　紀美野町,長谷宮,地内,南海カツマ（株）和歌山支店,"23,341,500",0,"12,390,000",15,指名競争入札
,海草建設部,国道３７０号道路改築工事,海草郡　紀美野町,野中,地内,油谷土木,"13,903,050","10,780,350","13,345,500",16,指名競争入札
,海草建設部,高野口野上線小規模道路改良工事,海草郡　紀美野町,松瀬,地内,新谷鉄工,"29,533,350","21,779,100","28,350,000",17,指名競争入札
,海草建設部,奥佐々阪井線半島振興道路整備工事,海南市,野上　中,地内,初島電設（株）,"1,917,300",0,"1,816,500",15,指名競争入札
,海草建設部,高野口野上線道路改良外合併工事,海草郡　紀美野町,円明寺,地内,（株）前谷組,"59,283,000","44,684,850","56,385,000",13,指名競争入札
,海草建設部,高野口野上線道路改良工事,海草郡　紀美野町,円明寺,地内,上中建設,"18,029,550","13,589,100","17,325,000",18,指名競争入札
,海草建設部,奥佐々阪井線半島振興道路整備工事,海草郡　紀美野町,小畑,地内,（株）大野建設,"49,393,050","37,527,000","47,460,000",13,指名競争入札
,海草建設部,興加茂郷停車場線道路改良工事,海南市,下津町曽根田,地内,落合組,"22,420,650","16,960,650","21,472,500",18,指名競争入札
,西牟婁建設部,白浜海岸補修（津波緊急）工事,西牟婁郡　白浜町,,綱不知地内,（株）大和建設,"4,138,050","3,247,650","3,247,650",12,指名競争入札
,西牟婁建設部,熊野高校屋内運動場耐震改修電気設備工事,西牟婁郡　上富田町,朝来,地内,（有）中村電工,"6,676,950","5,257,350","6,409,200",16,指名競争入札
,西牟婁建設部,白浜海岸補修（津波）調査設計業務,西牟婁郡　白浜町,,堅田地内,国際航業（株）和歌山営業所,"6,102,600",0,"5,439,000",15,指名競争入札
,西牟婁建設部,熊野高校屋内運動場耐震改修建築工事,西牟婁郡　上富田町,朝来,地内,（株）平建設,"34,484,100","29,163,750","33,757,500",27,指名競争入札
,西牟婁建設部,田辺高校屋内運動場耐震改修建築工事,田辺市,学園,地内,日高建設（株）,"79,322,250","67,423,912","75,810,000",14,指名競争入札
,西牟婁建設部,石船川河川災害復旧工事,田辺市,中辺路町石船,地内,串組,"89,257,350","69,658,050","87,150,000",15,指名競争入札
,西牟婁建設部,国道１６８号特定交通安全施設等整備（私語橋上部工）工事,田辺市,本宮町本宮,地内,三井住友建設（株）大阪支店,"59,465,700","45,291,750","55,860,000",13,指名競争入札
,西牟婁建設部,国道１６８号特定交通安全施設等整備工事,田辺市,本宮町本宮,地内,（株）仲建設,"82,447,050","63,402,150","79,905,000",15,指名競争入札
,西牟婁建設部,清水谷川通常砂防工事,西牟婁郡　上富田町,市ノ瀬,地内,（株）丸新建設,"17,876,250","13,368,600","17,535,000",15,指名競争入札
,西牟婁建設部,志原地区急傾斜地崩壊対策工事,西牟婁郡　日置川町,日置,地内,日置川開発（株）,"76,111,350","58,414,650","74,865,000",15,指名競争入札
,西牟婁建設部,日置川広域基幹河川改修工事,西牟婁郡　日置川町,田野井,地内,薮本建設,"24,019,800","19,291,650","23,520,000",15,指名競争入札
,西牟婁建設部,日置川広域基幹河川改修工事,西牟婁郡　日置川町,田野井,地内,楠本土木,"14,600,250","11,726,400","14,280,000",15,指名競争入札
,西牟婁建設部,丹生川河川災害復旧工事,田辺市,龍神村丹生ノ川,地内,松本組,"15,487,500","10,832,850","10,832,850",18,指名競争入札
,西牟婁建設部,左会津川総合流域防災調査設計業務,田辺市,下万呂,外地内,アジア航測（株）和歌山営業所,"30,551,850",0,"16,191,000",15,指名競争入札
,西牟婁建設部,日置川広域基幹河川改修工事,西牟婁郡　日置川町,田野井,地内,杉浦電気商会,"10,995,600","8,890,350","10,653,300",12,指名競争入札
,西牟婁建設部,日置川広域基幹河川改修工事,西牟婁郡　日置川町,田野井,地内,（株）豊工業所,"70,067,550","63,090,300","65,625,000",7,指名競争入札
,西牟婁建設部,日置川広域基幹河川改修工事,西牟婁郡　日置川町,田野井,地内,（株）日置川建設,"79,811,550","64,397,550","78,540,000",15,指名競争入札
,西牟婁建設部,国道４２５号（宮ノ瀬橋）特殊改良三種工事,田辺市,龍神村福井,地内,西山組,"19,930,050","14,835,450","14,835,450",22,指名競争入札
,西牟婁建設部,国道３１１号小規模道路改良工事,田辺市,本宮町渡瀬,地内,峯建設,"12,828,900","9,642,150","12,390,000",20,指名競争入札
,西牟婁建設部,市鹿野鮎川線（仮称内の井川４号橋）半島振興道路整備工事,田辺市,赤木,地内,青木組,"27,964,650","21,256,200","27,405,000",15,指名競争入札
,西牟婁建設部,上富田すさみ線（仮称鳥淵３号橋）地方特定道路整備設計業務,西牟婁郡　上富田町,鳥淵,地内,（株）初山,"5,593,350",0,"4,042,500",15,指名競争入札
,西牟婁建設部,国道４２５号（仮称福井１号橋）道路改築工事,田辺市,龍神村福井,地内,（株）共栄建設工業,"83,152,650","63,615,300","80,325,000",15,指名競争入札
,西牟婁建設部,国道１６８号（仮称切畑１号橋）道路改築工事,田辺市,本宮町切畑,地内,（株）中岸組,"76,466,250","59,953,950","74,130,000",15,指名競争入札
,西牟婁建設部,日浦地区急傾斜地崩壊対策工事,田辺市,龍神村福井,地内,ヨシモト建設,"9,622,200","6,853,350","6,853,350",14,指名競争入札
,西牟婁建設部,志原地区急傾斜地崩壊対策調査業務,西牟婁郡　日置川町,日置,地内,（株）関西総合補償コンサルタント,"2,698,500",0,"2,415,000",15,指名競争入札
,西牟婁建設部,清水谷川通常砂防測量調査設計業務,西牟婁郡　上富田町,市ノ瀬,地内,（株）エイトコンサルタント和歌山支店,"11,407,200",0,"10,500,000",15,指名競争入札
,西牟婁建設部,国道１６８号特定交通安全施設等整備建物調査業務,田辺市,本宮町本宮,地内,（株）間瀬コンサルタント和歌山営業所,"2,751,000",0,"2,572,500",15,指名競争入札
,西牟婁建設部,国道１６８号特定交通安全施設等整備建物調査業務,田辺市,本宮町本宮,地内,福田総合コンサルタント（株）和歌山支社,"3,990,000",0,"3,675,000",15,指名競争入札
,西牟婁建設部,上富田南部線交通安全施設等整備南紀養護学校整備電気設備工事,西牟婁郡　上富田町,岩田,地内,蒲田電気,"2,493,750",0,"2,409,750",10,指名競争入札
,西牟婁建設部,上富田南部線交通安全施設等整備南紀養護学校整備機械設備工事,西牟婁郡　上富田町,岩田,地内,（株）光和設備,"9,969,750","8,119,650","9,744,000",12,指名競争入札
,西牟婁建設部,白浜温泉線地方特定道路整備外合併工事,西牟婁郡　白浜町,,富田～才野地内,（株）城戸建設,"14,820,750","11,047,050","11,047,050",20,指名競争入札
,西牟婁建設部,国道４２５号小規模道路改良工事,田辺市,龍神村小又川,地内,（株）伊藤組,"39,572,400","29,156,400","29,156,400",22,指名競争入札
,西牟婁建設部,田辺高校屋内運動場耐震改修設備工事,田辺市,学園,地内,（株）エイコー電気商会,"5,783,400","4,525,500","5,532,975",14,指名競争入札
,東牟婁串本建設部,串本海岸　海岸補修（津波緊急）調査　業務,東牟婁郡　串本町,和深～鬮野川,地内,基礎地盤コンサルタンツ（株）和歌山事務所,"9,250,500",0,"8,610,000",14,指名競争入札
,東牟婁串本建設部,樫野串本線（串本大橋）　道路維持修繕　工事,東牟婁郡　串本町,大島,地内,名古屋電機工業（株）大阪支店,"9,681,000","8,228,850","8,925,000",3,指名競争入札
,東牟婁串本建設部,すさみ古座線　道路改良　測量設計　業務,西牟婁郡　すさみ町,上戸川,地内,（株）コスモ技術コンサルタンツ,"7,173,600",0,"6,825,000",12,指名競争入札
,東牟婁串本建設部,七川ダム　水質観測施設　設置・解析　業務,東牟婁郡　古座川町,佐田　外,地内,（株）日本建設技術社大阪支店,"9,943,500",0,"9,240,000",16,指名競争入札
,東牟婁串本建設部,大島港海岸　港湾海岸補修　工事,東牟婁郡　串本町,大島,地内,日工マシナリー（株）和歌山営業所,"3,327,450","2,741,550","3,150,000",9,指名競争入札
,東牟婁串本建設部,串本海岸　海岸補修（津波緊急）工事,東牟婁郡　串本町,和深～鬮野川,地内,（株）住軽日軽エンジニアリング大阪支店,"12,558,000","10,385,550","11,655,000",9,指名競争入札
,東牟婁串本建設部,すさみ海岸　海岸補修（津波緊急）工事,西牟婁郡　すさみ町,江須之川,地内,日工マシナリー（株）和歌山営業所,"12,834,150","10,502,100","12,117,000",9,指名競争入札
,東牟婁新宮建設部,勝浦漁港整備（広域）設計業務,東牟婁郡　那智勝浦町,築地,地先,（株）センク２１和歌山事務所,"18,049,500",0,"16,170,000",14,指名競争入札
,東牟婁新宮建設部,那智勝浦海岸環境整備工事,東牟婁郡　那智勝浦町,浜の宮,地内,（株）住軽日軽エンジニアリング大阪支店,"17,737,650","13,955,550","16,275,000",10,指名競争入札
,東牟婁新宮建設部,那智勝浦古座川線外交通安全施設等整備工事,東牟婁郡　那智勝浦町,口色川,外地内,関西建設（株）,"1,980,300",0,"1,837,500",13,指名競争入札
,東牟婁新宮建設部,串本漁港整備（広域）設計業務,東牟婁郡　串本町,串本,地先,（株）センク２１和歌山事務所,"3,869,250",0,"3,465,000",16,指名競争入札
,東牟婁新宮建設部,音川調査設計業務,新宮市,熊野川町宮井,地内,小川測量設計（株）,"7,237,650",0,"6,825,000",15,指名競争入札
20050927,東牟婁新宮建設部,三輪崎漁港整備（地域）工事,新宮市,三輪崎,地先,（有）紀南建設,"39,438,000","31,664,850","38,451,000",13,指名競争入札
,東牟婁新宮建設部,国道１６８号道路改築工事,新宮市,南桧杖,地内,（有）橋本工務店,"65,384,550","51,358,650","62,769,000",11,指名競争入札
,東牟婁新宮建設部,那智山勝浦線地方道路交付金工事,東牟婁郡　那智勝浦町,市野々,地内,（株）稗田建設,"63,615,300","48,390,300","62,265,000",14,指名競争入札
,東牟婁新宮建設部,那智山勝浦線地方道路交付金工事,東牟婁郡　那智勝浦町,市野々,地内,（有）瀧谷組,"38,728,200","29,459,850","37,947,000",13,指名競争入札
,東牟婁新宮建設部,国道169 号　特殊改良一種工事,東牟婁郡　北山村,七色,地内,（株）大和田組,"35,977,200","27,226,500","35,280,000",13,指名競争入札
,東牟婁新宮建設部,あけぼの広角線道路改良工事,新宮市,新宮,地内,（株）松原組,"99,779,400","78,324,750","97,807,500",11,指名競争入札
,東牟婁新宮建設部,東の川右支渓通常砂防工事,新宮市,熊野川町兵連,地内,（有）中川建設,"39,995,550","30,714,600","39,165,000",14,指名競争入札
,東牟婁新宮建設部,あけぼの広角線道路改良工事,新宮市,新宮,地内,（有）﨑建設,"44,700,600","35,161,350","43,785,000",14,指名競争入札
,東牟婁新宮建設部,あけぼの広角線地方特定道路整備工事,新宮市,新宮,地内,（有）﨑建設,"44,700,600","35,161,350","43,785,000",14,指名競争入札
,東牟婁新宮建設部,あけぼの広角線地方特定道路整備工事,新宮市,新宮,地内,（株）松原組,"99,779,400","78,324,750","97,807,500",11,指名競争入札
,東牟婁新宮建設部,傳の谷川通常砂防工事,東牟婁郡　那智勝浦町,浦神東,地内,（有）妙法産業,"38,229,450","27,627,600","37,464,000",12,指名競争入札
,東牟婁新宮建設部,寄子路地区　急傾斜地崩壊対策工事,東牟婁郡　太地町,太地,地内,二洋建設（株）,"41,188,350","31,930,500","40,425,000",13,指名競争入札
20050926,有田建設部,湯浅広港県単港湾改良工事,有田郡　湯浅町,湯浅,地内,平林組,"4,615,800","3,528,000","4,515,000",18,指名競争入札
,有田建設部,有田川( 西谷川）堤防改修工事,有田市,宮原町　道,地内,阪本建設,"9,389,100","6,933,150","9,324,000",17,指名競争入札
,有田建設部,雑賀崎漁港整備( 特定）工事,和歌山市,雑賀崎,地先,（株）東組,"77,528,850","60,117,750","74,970,000",15,指名競争入札
,有田建設部,箕島漁港整備（広域）設計業務,有田市,宮崎町,地先,（株）東光コンサルタンツ和歌山営業所,"32,566,800",0,"29,925,000",12,指名競争入札
,有田建設部,西村谷川通常砂防工事,有田郡　金屋町,上六川,地内,（有）匠建設,"41,371,050","31,445,400","36,750,000",14,指名競争入札
,有田建設部,北又谷川通常砂防測量業務,有田郡　清水町,東大谷,地内,（有）田嶋測量設計,"687,750",0,"630,000",14,指名競争入札
,有田建設部,井関御坊線道路維持修繕工事,有田郡　広川町,上津木,外地内,植山工務店,"619,500",0,"597,450",17,指名競争入札
,有田建設部,国道４８０号交通安全施設等整備工事,有田郡　清水町,二川,地内,（株）辻本組,"18,463,200","13,658,400","17,839,500",19,指名競争入札
,有田建設部,国道４８０号小規模道路改良工事,有田郡　清水町,杉野原,地内,（株）中井組,"3,176,250","2,366,700","3,045,000",8,指名競争入札
,有田建設部,境川金屋線小規模道路改良工事,有田郡　清水町,東大谷,地内,井本組,"6,380,850","4,689,300","6,163,500",17,指名競争入札
,有田建設部,境川金屋線小規模道路改良工事,有田郡　清水町,境川,地内,辻井組,"18,176,550","13,357,050","17,556,000",18,指名競争入札
,有田建設部,御坊湯浅線半島振興整備工事,有田郡　広川町,唐尾,外地内,（株）コスモライン,"569,100",0,"535,500",11,指名競争入札
,有田建設部,国道４２４号小規模道路改良工事,有田郡　金屋町,宇井苔,地内,（株）紀和,"8,728,650","6,569,850","8,452,500",16,指名競争入札
,有田建設部,国道４２４号道路改築工事,有田郡　金屋町,修理川,地内,山本土建,"15,586,200","13,248,270","15,172,500",18,指名競争入札
,有田建設部,国道４２４号( 仮称５号橋）道路改築工事,有田郡　金屋町,修理川,地内,ピーシー橋梁（株）大阪支店,"110,414,850","87,637,200","103,635,000",12,指名競争入札
,有田建設部,有田湯浅線外交通安全施設等整備工事,有田郡　湯浅町,田,外地内,（有）和歌山ライン,"3,073,350","2,074,800","2,824,500",11,指名競争入札
,有田建設部,有田湯浅線外舗装補修工事,有田郡　湯浅町,田,外地内,（株）中井組,"8,151,150","5,639,550","7,927,500",8,指名競争入札
,有田建設部,北又谷川通常砂防測量調査設計業務,有田郡　清水町,東大谷,地内,（株）石井コンサルタント,"11,449,200",0,"10,815,000",14,指名競争入札
