 平成２１年４月１日から平成２２年３月３１日までの分 ,,,,,,,,,,,,,,,,
 入札日 , 執行課名 , 事業担当課名 ,工事名, 工事場所１市区町村 , 工事場所１地名１ , 工事場所１地名２ ,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,応札業者数,入札形式,,,,
20090903,西牟婁建設部,道路建設課,元町新庄線街路整備設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,湊　　　　　　　　　,地内　　　　　　　　,（有）牟測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,971,500 "," 2,140,371 "," 2,140,371 ",29,条件付一般競争入札,,,,
20090903,西牟婁建設部,道路建設課,国道１６８号（仮称切畑２号橋）道路改築工事　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町切畑　　　　　,地内　　　　　　　　,（株）泉組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 42,605,850 "," 35,586,747 "," 35,726,250 ",8,条件付一般競争入札（総合評価）,,,,
20090903,西牟婁建設部,道路建設課,元町新庄線外１線道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,南新町～湊　　　　　,地内　　　　　　　　,（株）中井組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 37,842,000 "," 31,043,527 "," 33,600,000 ",12,条件付一般競争入札（総合評価）,,,,
20090903,西牟婁建設部,道路建設課,国道１６８号（仮称切畑２号橋）道路改築工事　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町切畑　　　　　,地内　　　　　　　　,（株）仲建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 46,035,150 "," 38,129,332 "," 38,487,750 ",8,条件付一般競争入札（総合評価）,,,,
20090903,西牟婁建設部,砂防課,上地左支渓通常砂防工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,平瀬　　　　　　　　,地内　　　　　　　　,（株）仲建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 42,242,550 "," 34,882,375 "," 34,949,250 ",12,条件付一般競争入札（総合評価）,,,,
20090903,西牟婁建設部,公共建築課,白浜警察署旧庁舎撤去設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,白浜　　　　　　　　,地内　　　　　　　　,（株）フジ設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,955,100 "," 1,400,985 "," 1,932,000 ",4,条件付一般競争入札,,,,
20090903,西牟婁建設部,港湾整備課,文里港海岸津波・高潮危機管理対策緊急工事　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,新庄町　　　　　　　,地内　　　　　　　　,（株）第一電工　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 8,248,800 "," 7,379,376 "," 7,386,800 ",20,条件付一般競争入札,,,,
20090903,西牟婁建設部,港湾整備課,日置海岸津波・高潮危機管理対策緊急工事　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,日置　　　　　　　　,地内　　　　　　　　,（株）住軽日軽エンジニアリング大阪支店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,722,100 "," 5,541,003 "," 5,771,850 ",4,条件付一般競争入札,,,,
20090903,東牟婁串本建設部,砂防課,有田錆浦地区急傾斜地崩壊対策緊急整備工事　　　　　　　　　　　　　　　　　　　　,東牟婁郡　串本町　　,有田　　　　　　　　,地内　　　　　　　　,南紀建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,350,950 "," 1,885,800 "," 1,888,950 ",6,条件付一般競争入札,,,,
20090903,東牟婁串本建設部,砂防課,中崎（２）地区特殊急傾斜地崩壊対策外合併工事　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,中崎外　　　　　　　,地内　　　　　　　　,企画ＳＨＩＭＡＭＯＴＯ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,826,200 "," 3,070,027 "," 3,118,500 ",8,条件付一般競争入札,,,,
20090903,東牟婁串本建設部,港湾整備課,袋港津波・高潮危機管理緊急対策工事　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　串本町　　,袋　　　　　　　　　,地先　　　　　　　　,堀周電気大水崎店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,586,150 "," 2,304,259 "," 2,340,555 ",3,条件付一般競争入札,,,,
20090903,東牟婁新宮建設部,道路建設課,国道１６８号（仮称日足高架橋下部Ｐ２、Ｐ３、Ｐ４）道路改築工事　　　　　　　　　,新宮市　　　　　　　,熊野川町能城山本　　,地内　　　　　　　　,（株）淺川組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 146,982,150 "," 123,081,094 "," 120,750,000 ",9,条件付一般競争入札（総合評価）,,,,
20090902,西牟婁建設部,道路保全課,上富田すさみ線外道路環境整備外合併工事　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　上富田町　,岩田　　　　　　　　,地内　　　　　　　　,横手組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,268,000 "," 1,894,771 "," 1,908,900 ",17,条件付一般競争入札,,,,
20090902,西牟婁建設部,道路保全課,国道３１１号道路維持修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町渡瀬　　　　　,地内　　　　　　　　,（有）よこて土木　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,759,800 "," 1,406,966 "," 1,414,350 ",11,条件付一般競争入札,,,,
20090901,公共建築課,建築住宅課,紀三井寺公園屋外便所ソーラーＬＥＤ化工事　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,毛見　　　　　　　　,地内　　　　　　　　,カメイ建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,569,600 "," 3,807,549 "," 3,810,450 ",16,条件付一般競争入札,,,,
20090901,公共建築課,都市政策課,河西公園場内放送設備設置工事　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,西庄　　　　　　　　,地内　　　　　　　　,（有）新和電機　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 12,849,900 "," 10,659,394 "," 10,677,450 ",20,条件付一般競争入札,,,,
20090901,和歌山下津港湾事務所,港湾整備課,和歌山下津港　県単港湾改良外合併工事　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,和歌浦外　　　　　　,地内　　　　　　　　,（有）ユカワ開発　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,520,250 "," 3,745,942 "," 3,748,500 ",28,条件付一般競争入札,,,,
20090901,海草建設部,道路保全課,和歌山打田線舗装補修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,満屋外　　　　　　　,地内　　　　　　　　,松浦舗道建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 15,737,400 "," 12,932,706 "," 12,933,900 ",20,条件付一般競争入札,,,,
20090901,海草建設部,道路保全課,和歌山貝塚線舗装補修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,滝畑　　　　　　　　,地内　　　　　　　　,（有）山口工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 14,416,500 "," 11,953,569 "," 12,180,000 ",19,条件付一般競争入札,,,,
20090901,海草建設部,道路保全課,紀伊停車場田井ノ瀬線地方道路交付金工事　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,小豆島　　　　　　　,地内　　　　　　　　,（有）小薮　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 18,729,900 "," 15,126,041 "," 15,168,940 ",14,条件付一般競争入札,,,,
20090901,海草建設部,道路保全課,新和歌浦梅原線（雄橋）橋梁補修工事　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,伝法橋南ノ丁　　　　,地内　　　　　　　　,（株）板橋製作所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 25,509,750 "," 21,235,588 "," 24,990,000 ",1,条件付一般競争入札,,,,
20090901,海草建設部,道路保全課,有功天王線（六十谷橋）橋梁補修工事　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,有本　　　　　　　　,地内　　　　　　　　,（有）小薮　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 28,344,750 "," 23,008,969 "," 23,015,937 ",18,条件付一般競争入札,,,,
20090901,海草建設部,河川課,和歌川外地震・高潮対策検討業務　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,布引外　　　　　　　,地内　　　　　　　　,内外エンジニアリング（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,318,000 "," 2,329,567 "," 2,338,858 ",18,条件付一般競争入札,,,,
20090901,海草建設部,河川課,和歌川（大門川）河川環境整備工事　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,中之島外　　　　　　,地内　　　　　　　　,第五工業（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 126,268,800 "," 110,920,459 "," 111,930,000 ",4,条件付一般競争入札（総合評価）,,,,
20090901,那賀建設部,道路政策課,岩出野上線道路調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,貴志川町井ノ口　　　,外地内　　　　　　　,玉野総合コンサルタント（株）和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,142,000 "," 1,539,883 "," 1,539,883 ",12,条件付一般競争入札,,,,
20090901,伊都建設部,河川課,細川川外　河川修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,細川　　　　　　　　,外地内　　　　　　　,山吉建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,600,050 "," 3,750,358 "," 3,789,450 ",12,条件付一般競争入札,,,,
20090901,有田建設部,道路建設課,国道４８０号小規模道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,杉野原　　　　　　　,地内　　　　　　　　,（株）幸輝開発　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,303,300 "," 2,639,414 "," 2,640,750 ",6,条件付一般競争入札,,,,
20090901,有田建設部,道路建設課,野上清水線小規模道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,楠本　　　　　　　　,地内　　　　　　　　,三笠建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,967,950 "," 3,173,826 "," 3,174,150 ",8,条件付一般競争入札,,,,
20090901,有田建設部,道路建設課,境川金屋線小規模道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,日物川　　　　　　　,地内　　　　　　　　,（株）畑中産業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,602,550 "," 2,881,884 "," 2,883,300 ",5,条件付一般競争入札,,,,
20090901,有田建設部,道路保全課,国道４２４号交通安全施設等整備調査業務　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,金屋　　　　　　　　,地内　　　　　　　　,長尾建築設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 493,500 "," 346,486 "," 347,868 ",15,条件付一般競争入札,,,,
20090901,有田建設部,道路保全課,広川川辺線外舗装補修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　広川町　　　,下津木　　　　　　　,外地内　　　　　　　,（株）畑中産業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,768,850 "," 2,260,866 "," 2,352,000 ",5,条件付一般競争入札,,,,
20090901,有田建設部,河川課,広川ダム修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　広川町　　　,下津木　　　　　　　,地内　　　　　　　　,小谷組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,840,250 "," 2,311,061 "," 2,317,644 ",21,条件付一般競争入札,,,,
20090901,有田建設部,港湾整備課,湯浅広港港湾修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　広川町　　　,広　　　　　　　　　,外地内　　　　　　　,上貴住建　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,004,850 "," 829,105 "," 830,865 ",20,条件付一般競争入札,,,,
20090901,日高建設部,道路建設課,国道４２４号　道路改良　工事　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,熊野川　　　　　　　,地内　　　　　　　　,（株）児玉組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 51,179,100 "," 42,740,308 "," 42,833,700 ",11,条件付一般競争入札（総合評価）,,,,
20090901,日高建設部,道路保全課,柏御坊線　交通安全施設等整備　測量業務　　　　　　　　　　　　　　　　　　　　　,日高郡　美浜町　　　,吉原　　　　　　　　,地内　　　　　　　　,（有）成和測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,454,500 "," 2,456,840 "," 2,461,676 ",13,条件付一般競争入札,,,,
20090901,日高建設部,道路保全課,柏御坊線　交通安全施設等整備　設計業務　　　　　　　　　　　　　　　　　　　　　,日高郡　美浜町　　　,吉原　　　　　　　　,地内　　　　　　　　,（株）三紀屋測量　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 871,500 "," 621,030 "," 621,640 ",17,条件付一般競争入札,,,,
20090901,日高建設部,道路保全課,国道４２４号（下川原橋）　地方道路交付金（外）　合併工事　　　　　　　　　　　　,日高郡　みなべ町　　,気佐藤　　　　　　　,地内　　　　　　　　,ショーボンド建設（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 91,882,350 "," 77,454,270 "," 77,595,000 ",2,条件付一般競争入札（総合評価）,,,,
20090901,日高建設部,砂防課,堂の谷川　通常砂防　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,皆瀬　　　　　　　　,地内　　　　　　　　,松勝建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 29,814,750 "," 24,260,380 "," 24,299,021 ",24,条件付一般競争入札,,,,
20090901,日高建設部,砂防課,寒川地区（外）　砂防基礎調査　合併業務　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,寒川（外）　　　　　,地内　　　　　　　　,（株）三紀屋測量　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 19,572,000 "," 13,933,306 "," 13,960,707 ",24,条件付一般競争入札,,,,
20090901,日高建設部,砂防課,井の関谷川　通常砂防　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,船津　　　　　　　　,地内　　　　　　　　,（株）清水　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 49,840,350 "," 41,218,800 "," 41,631,450 ",9,条件付一般競争入札（総合評価）,,,,
20090901,日高建設部,港湾整備課,日高港　港湾浚渫　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,塩屋町　北塩屋（外）,地先　　　　　　　　,（株）第三港湾建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,440,700 "," 5,340,951 "," 5,373,900 ",6,条件付一般競争入札,,,,
20090901,日高建設部,港湾整備課,小引漁港　漁港関連道整備　工事　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　由良町　　　,小引　　　　　　　　,地内　　　　　　　　,日章電設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 40,271,700 "," 33,595,674 "," 33,747,000 ",8,条件付一般競争入札（総合評価）,,,,
20090831,道路政策課,道路政策課,国道４８０号外道路調査　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　高野町　　　,　　　　　　　　　　,地内　　　　　　　　,（株）修成建設コンサルタント和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 14,154,000 "," 9,967,246 "," 10,086,140 ",11,条件付一般競争入札,,,,
20090831,海草建設部,道路建設課,国道４２４号小規模道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,ひや水　　　　　　　,地内　　　　　　　　,向江組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,128,200 "," 4,093,551 "," 4,133,084 ",12,条件付一般競争入札,,,,
20090831,海草建設部,道路建設課,奥佐々阪井線道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,下佐々　　　　　　　,地内　　　　　　　　,折口建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,746,250 "," 5,566,947 "," 5,586,000 ",7,条件付一般競争入札,,,,
20090831,海草建設部,道路建設課,国道３７０号道路改良調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,阪井　　　　　　　　,地内　　　　　　　　,（株）アイテクノ和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 8,358,000 "," 5,967,612 "," 5,979,313 ",21,条件付一般競争入札,,,,
20090831,海草建設部,道路保全課,国道４２４号外交通安全施設等整備工事　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,ひや水　　　　　　　,外地内　　　　　　　,（株）キンキ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,047,600 "," 5,655,700 "," 5,659,500 ",14,条件付一般競争入札,,,,
20090831,海草建設部,道路保全課,国道４２４号舗装補修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,ひや水　　　　　　　,外地内　　　　　　　,（株）山東組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 19,477,500 "," 15,987,521 "," 15,995,700 ",20,条件付一般競争入札,,,,
20090831,那賀建設部,道路建設課,西川原粉河線地方特定道路整備現場技術業務　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,粉河　　　　　　　　,地内　　　　　　　　,和歌山航測（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,077,000 "," 5,062,885 "," 6,930,000 ",10,条件付一般競争入札,,,,
20090831,那賀建設部,砂防課,境谷地区急傾斜地崩壊対策工事　　　　　　　　　　　　　　　　　　　　　　　　　　,岩出市　　　　　　　,境谷　　　　　　　　,地内　　　　　　　　,（株）﨑山組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 30,999,150 "," 25,593,092 "," 25,994,850 ",4,条件付一般競争入札（総合評価）,,,,
20090831,東牟婁新宮建設部,港湾整備課,勝浦漁港漁港整備（広域）設計業務　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,築地　　　　　　　　,地内　　　　　　　　,日本上下水道設計（株）和歌山出張所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 11,014,500 "," 7,802,671 "," 7,810,381 ",4,条件付一般競争入札,,,,
20090828,伊都建設部,道路建設課,橋本五條線　道路改良用地調査業務　　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,恋野　　　　　　　　,地内　　　　　　　　,（有）グランパ補償研究所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,803,500 "," 1,964,412 "," 1,976,187 ",12,条件付一般競争入札,,,,
20090828,伊都建設部,道路建設課,橋本五條線　道路改良用地調査業務　　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,恋野　　　　　　　　,地内　　　　　　　　,（株）信栄補償設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,300,000 "," 4,440,870 "," 4,445,280 ",21,条件付一般競争入札,,,,
20090828,伊都建設部,道路建設課,国道３７０号　道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　高野町　　　,花坂　　　　　　　　,地内　　　　　　　　,（株）中西組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 30,188,550 "," 24,712,890 "," 24,886,050 ",7,条件付一般競争入札（総合評価）,,,,
20090828,伊都建設部,道路保全課,国道３７１号外　道路占用物調査委託業務　　　　　　　　　　　　　　　　　　　　　,伊都振興局　　　　　,　　　　　　　　　　,建設部管内一円　　　,（株）清和エンジニア　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,163,500 "," 4,323,078 "," 4,383,481 ",17,条件付一般競争入札,,,,
20090828,伊都建設部,河川課,山田川　堤防改修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,野　　　　　　　　　,地内　　　　　　　　,（有）松井土木　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 9,690,450 "," 7,925,418 "," 7,967,400 ",14,条件付一般競争入札,,,,
20090828,東牟婁新宮建設部,道路建設課,国道１６９号道路改良設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　北山村　　,竹原　　　　　　　　,地内　　　　　　　　,（株）岡本設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,816,500 "," 1,296,981 "," 1,300,795 ",17,条件付一般競争入札,,,,
20090828,東牟婁新宮建設部,道路保全課,那智勝浦古座川線道路災害防除工事　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,小阪　　　　　　　　,地内　　　　　　　　,（株）伊藤組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,175,700 "," 5,723,025 "," 5,769,750 ",2,条件付一般競争入札,,,,
20090828,東牟婁新宮建設部,砂防課,内ノ井２地区急傾斜地崩壊対策工事　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町内ノ井　　　,地内　　　　　　　　,（有）松岡組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 53,562,600 "," 44,284,895 "," 44,467,500 ",24,条件付一般競争入札（総合評価）,,,,
20090827,海草建設部,道路建設課,小豆島船所線道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,六十谷　　　　　　　,地内　　　　　　　　,山路ライン（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,348,200 "," 1,077,271 "," 1,089,900 ",14,条件付一般競争入札,,,,
20090827,那賀建設部,道路建設課,上鞆渕那賀線小規模道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,赤沼田　　　　　　　,地内　　　　　　　　,（有）小西總合建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,060,500 "," 898,243 "," 903,000 ",8,条件付一般競争入札,,,,
20090827,西牟婁建設部,道路建設課,白浜駅湯崎線（電線共同溝）道路改良工事　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,湯崎　　　　　　　　,地内　　　　　　　　,（株）北道工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 55,953,450 "," 45,726,450 "," 46,042,500 ",4,条件付一般競争入札（総合評価）,,,,
20090827,西牟婁建設部,道路保全課,文里湊線電線共同溝整備測量業務　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,湊～新屋敷町　　　　,地内　　　　　　　　,（株）紀伊測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,937,500 "," 2,770,031 "," 3,503,850 ",15,条件付一般競争入札,,,,
20090827,西牟婁建設部,砂防課,小家小森地区急傾斜地崩壊対策工事　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村小家　　　　　,地内　　　　　　　　,橋本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 42,330,750 "," 34,568,572 "," 34,820,100 ",16,条件付一般競争入札（総合評価）,,,,
20090827,西牟婁建設部,港湾整備課,白浜海岸海岸環境整備測量業務　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,白浜　　　　　　　　,地内　　　　　　　　,西航空測量（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,024,000 "," 2,140,084 "," 2,751,000 ",15,条件付一般競争入札,,,,
20090826,和歌山下津港湾事務所,港湾整備課,加太港海岸　津波・高潮危機管理対策緊急調査業務　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,加太　　　　　　　　,地内　　　　　　　　,ワコウコンサルタント（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,087,000 "," 2,160,900 "," 2,165,221 ",16,条件付一般競争入札,,,,
20090826,和歌山下津港湾事務所,港湾整備課,和歌山下津港海岸　津波・高潮危機管理対策緊急調査業務　　　　　　　　　　　　　　,和歌山市　　　　　　,西浜外　　　　　　　,地内　　　　　　　　,（株）オリエンタルコンサルタンツ和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 8,400,000 "," 6,009,360 "," 6,021,750 ",13,条件付一般競争入札,,,,
20090826,和歌山下津港湾事務所,港湾整備課,和歌山下津港　港湾防災安全対策工事　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,湊　　　　　　　　　,地先　　　　　　　　,（株）明生工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 41,859,300 "," 35,067,545 "," 35,131,950 ",10,条件付一般競争入札（総合評価）,,,,
20090826,海草建設部,道路建設課,興加茂郷停車場線地方特定道路整備調査業務　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,下津町曽根田　　　　,地内　　　　　　　　,（株）岡本設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,932,000 "," 1,390,267 "," 1,390,267 ",20,条件付一般競争入札,,,,
20090826,海草建設部,道路建設課,国道３７０号道路改良設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,阪井　　　　　　　　,地内　　　　　　　　,（株）ウエスコ和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,706,500 "," 2,623,090 "," 2,628,279 ",24,条件付一般競争入札,,,,
20090826,海草建設部,道路建設課,興加茂郷停車場線地方特定道路整備設計業務　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,下津町曽根田　　　　,地内　　　　　　　　,（株）ネクサス　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,381,000 "," 2,395,100 "," 2,404,567 ",24,条件付一般競争入札,,,,
