入札日,執行課名,事業担当課名,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,応札業者数等,入札形式
20080911,西牟婁建設部,砂防課,小家小森地区急傾斜地崩壊対策工事　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村小家　　　　　,地内　　　　　　　　,（有）六光　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,15985200,12975093,13020000,15,条件付一般競争入札
20080911,西牟婁建設部,砂防課,広瀬地区急傾斜地崩壊対策工事　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村柳瀬　　　　　,地内　　　　　　　　,平幸産業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,13035750,10390932,10471996,11,条件付一般競争入札
20080911,西牟婁建設部,砂防課,谷口地区急傾斜地崩壊対策調査業務　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村殿原　　　　　,地内　　　　　　　　,（株）武田基礎調査　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1050000,734265,734265,13,条件付一般競争入札
20080911,東牟婁串本建設部,河川課,国道３７１号道路災害復旧工事　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,添野川　　　　　　　,地内　　　　　　　　,（有）下地組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,10151400,8178576,8211000,15,条件付一般競争入札
20080911,東牟婁串本建設部,港湾整備課,串本漁港整備（広域）外合併工事　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　串本町　　,串本　　　　　　　　,地先　　　　　　　　,（株）小森組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,11941650,9531254,10815000,19,条件付一般競争入札
20080910,技術調査課,技術調査課,平成２０年度公共事業労務費調査（１０月調査）業務　　　　　　　　　　　　　　　　,県内全域　　　　　　,　　　　　　　　　　,　　　　　　　　　　,（財）経済調査会関西支部　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4032000,0,3822000,2,条件付一般競争入札
20080910,和歌山下津港湾事務所,港湾整備課,和歌山下津港　港湾改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,湊　　　　　　　　　,地内　　　　　　　　,（株）関組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,38212650,31701631,32424000,13,条件付一般競争入札（総合評価）
20080910,海草建設部,道路建設課,国道３７０号道路改築工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,重根　　　　　　　　,地内　　　　　　　　,（株）タイト工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3452400,2688691,2693250,15,条件付一般競争入札
20080910,西牟婁建設部,道路建設課,静川請川線小規模道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町上大野　　　　,地内　　　　　　　　,オーノ保安工業（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,998550,779467,871500,13,条件付一般競争入札
20080910,西牟婁建設部,道路建設課,国道４２５号小規模道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村福井外　　　　,地内　　　　　　　　,山路ライン（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1542450,1194606,1206450,13,条件付一般競争入札
20080910,東牟婁新宮建設部,道路建設課,国道１６９号道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　北山村　　,竹原　　　　　　　　,地内　　　　　　　　,（株）大和田組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,61227600,50088206,50631000,8,条件付一般競争入札（総合評価）
20080910,東牟婁新宮建設部,道路保全課,那智勝浦古座川線外舗装補修工事　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,井関外　　　　　　　,地内　　　　　　　　,（株）丸濱組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4844700,3801483,4305000,14,条件付一般競争入札
20080910,東牟婁新宮建設部,道路保全課,那智勝浦本宮線（舟木橋）地域自立・活性化交付金工事　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,西中野川　　　　　　,地内　　　　　　　　,（株）稗田建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3807300,2998835,3007725,18,条件付一般競争入札
20080910,東牟婁新宮建設部,道路保全課,那智山勝浦線道路維持修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,勝浦　　　　　　　　,地内　　　　　　　　,菊本建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2899050,2226508,2572500,4,条件付一般競争入札
20080909,公共建築課,公共建築課,旧和歌山県会議事堂保存整備地質調査業務　　　　　　　　　　　　　　　　　　　　　,岩出市　　　　　　　,根来　　　　　　　　,地内　　　　　　　　,（株）近代技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4927650,3459597,3514891,13,条件付一般競争入札
20080909,和歌山下津港湾事務所,港湾整備課,和歌山下津港　港湾改良（薬種畑桟橋上部工補修）工事　　　　　　　　　　　　　　　,和歌山市　　　　　　,薬種畑　　　　　　　,地内　　　　　　　　,ショーボンド建設（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,48175050,39357763,40005000,2,条件付一般競争入札（総合評価）
20080909,海草建設部,道路建設課,国道３７０号（仮称：阪井バイパス）道路改築調査業務　　　　　　　　　　　　　　　,海南市　　　　　　　,阪井　　　　　　　　,地内　　　　　　　　,（株）ランド・コンサルタント和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,7623000,5304083,5305650,22,条件付一般競争入札
20080909,海草建設部,道路建設課,国道３７０号（仮称：阪井バイパス）道路改築調査業務　　　　　　　　　　　　　　　,海南市　　　　　　　,阪井　　　　　　　　,地内　　　　　　　　,玉野総合コンサルタント（株）和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,5470500,3867643,3867643,22,条件付一般競争入札
20080909,海草建設部,道路建設課,国道３７０号（仮称：阪井バイパス）道路改築調査業務　　　　　　　　　　　　　　　,海南市　　　　　　　,阪井　　　　　　　　,地内　　　　　　　　,（株）ランド・コンサルタント和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,7644000,5313344,5320350,21,条件付一般競争入札
20080909,海草建設部,道路建設課,西脇山口線（六十谷）道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,六十谷　　　　　　　,地内　　　　　　　　,丸山組（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,88365900,71270438,79800000,2,条件付一般競争入札（総合評価）
20080909,那賀建設部,道路保全課,和歌山橋本線地方道路交付金交通安全工事　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,西脇　　　　　　　　,地内　　　　　　　　,吉福鉄工（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,19968900,16141011,19057500,2,条件付一般競争入札
20080909,伊都建設部,道路建設課,国道３７１号　道路改築工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,市脇　　　　　　　　,地内　　　　　　　　,中谷電気工事（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3230850,2737983,2971500,3,条件付一般競争入札
20080909,伊都建設部,道路保全課,二見御幸辻停車場線外　交通安全施設等整備工事　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,胡麻生　　　　　　　,外地内　　　　　　　,紀州ライン（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2241750,1726628,1738800,13,条件付一般競争入札
20080909,伊都建設部,道路保全課,山田御幸辻停車場線　道路環境整備外合併工事　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,菖蒲谷　　　　　　　,地内　　　　　　　　,堀内鉄工建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1183350,946088,995400,13,条件付一般競争入札
20080909,伊都建設部,河川課,弁天谷川　高速道路関連河川改修工事　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,中飯降　　　　　　　,地内　　　　　　　　,（株）福孝組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4180050,3321486,3339000,14,条件付一般競争入札
20080909,伊都建設部,河川課,桜谷川　高速道路関連河川改修工事　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,丁ノ町　　　　　　　,外地内　　　　　　　,（株）仲山建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4648350,3617476,3687600,12,条件付一般競争入札
20080909,有田建設部,道路建設課,国道４２４号道路改築工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,修理川　　　　　　　,地内　　　　　　　　,（株）紀州コーポレーション　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,17104500,14149286,14196000,17,条件付一般競争入札
20080909,有田建設部,道路建設課,国道４２４号道路改築工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,修理川　　　　　　　,地内　　　　　　　　,三谷組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,20078100,16559197,16566900,16,条件付一般競争入札
20080909,有田建設部,道路建設課,国道４２４号道路改築工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,修理川　　　　　　　,地内　　　　　　　　,（株）辻本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,12039300,10029568,10082610,20,条件付一般競争入札
20080909,有田建設部,道路建設課,南金屋由良線小規模道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　広川町　　　,殿　　　　　　　　　,地内　　　　　　　　,植山工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4547550,3647246,3675000,14,条件付一般競争入札
20080909,有田建設部,道路保全課,国道４８０号交通安全施設等整備工事　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,三田　　　　　　　　,外地内　　　　　　　,三谷組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2607150,2048842,2098950,15,条件付一般競争入札
20080909,日高建設部,道路保全課,御坊美山線　地方道路交付金　工事　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,藤田町　吉田　　　　,地内　　　　　　　　,（有）ライトスタッフ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2255400,1836912,1848000,10,条件付一般競争入札
20080909,日高建設部,河川課,椿山ダム　修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,串本　　　　　　　　,地内　　　　　　　　,建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2571450,2086003,2177700,7,条件付一般競争入札
20080909,西牟婁建設部,公共建築課,畜産試験場猪畜舎新築工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　すさみ町　,見老津　　　　　　　,地内　　　　　　　　,岡本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4441500,3703927,4177425,6,条件付一般競争入札
20080909,東牟婁串本建設部,河川課,七川ダム　テレメータ設備　保守点検業務　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,佐田外　　　　　　　,地内　　　　　　　　,（株）サイバーリンクス　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3901800,0,3706500,1,指名競争入札
20080909,東牟婁串本建設部,港湾整備課,袋港港湾修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　串本町　　,鬮野川　　　　　　　,地先　　　　　　　　,交田組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,594300,462702,466200,5,条件付一般競争入札
20080909,東牟婁串本建設部,港湾整備課,串本海岸津波・高潮危機管理緊急対策工事　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　串本町　　,有田外　　　　　　　,地内　　　　　　　　,（株）岡工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2913750,2344650,2358825,6,条件付一般競争入札
20080908,公共建築課,公共建築課,星林高校体育館非構造部材耐震改修工事設計業務　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,西浜二丁目　　　　　,地内　　　　　　　　,アキツアソシエイツ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1549800,1069464,1207500,3,条件付一般競争入札
20080908,公共建築課,公共建築課,和歌山西高校体育館非構造部材耐震改修工事設計業務　　　　　　　　　　　　　　　　,和歌山市　　　　　　,西庄　　　　　　　　,地内　　　　　　　　,（株）堀田設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1549800,1060787,1123500,3,条件付一般競争入札
20080908,東牟婁串本建設部,道路建設課,すさみ古座線　地方特定道路整備測量設計業務　　　　　　　　　　　　　　　　　　　,西牟婁郡　すさみ町　,上戸川　外　　　　　,地内　　　　　　　　,（株）サン技研コンサルタンツ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,5754000,3931132,5229000,29,条件付一般競争入札
20080908,東牟婁串本建設部,道路建設課,国道３７１号（仮称蔵土２号橋下部）特殊改良工事　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,蔵土　　　　　　　　,地内　　　　　　　　,（株）小森組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,87969000,72456161,80850000,4,条件付一般競争入札（総合評価）
20080905,日高建設部,道路建設課,国道４２４号　小規模道路改良　工事　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,南道　　　　　　　　,地内　　　　　　　　,（有）西野電気工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,6185550,5155466,5460000,4,条件付一般競争入札
20080905,日高建設部,道路建設課,田辺印南線（外）　小規模道路改良　測量設計業務　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,樮川（外）　　　　　,地内　　　　　　　　,星尾設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2205000,1582087,1582087,20,条件付一般競争入札
20080905,日高建設部,道路建設課,御坊中津線　小規模道路改良　工事　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,山野　　　　　　　　,地内　　　　　　　　,花光建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,24818850,20342645,20342700,31,条件付一般競争入札
20080905,日高建設部,道路保全課,江川小松原線　交通安全施設等整備　工事　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,小熊　　　　　　　　,地内　　　　　　　　,大鉄工業（株）和歌山支店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,5112450,4057468,4777500,5,条件付一般競争入札
20080905,日高建設部,河川課,切目川　総合流域防災　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,島田　　　　　　　　,地内　　　　　　　　,（有）吹石重機　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,15336300,12859350,12860400,20,条件付一般競争入札
20080905,日高建設部,河川課,南部川（古川）　総合流域防災　工事　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,東吉田　　　　　　　,地内　　　　　　　　,田之上組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,9086700,7603562,7619325,11,条件付一般競争入札
20080905,日高建設部,河川課,南部川（古川）　総合流域防災（外）　合併工事　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,東吉田　　　　　　　,地内　　　　　　　　,（株）岡田工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,20790000,17098200,17220000,11,条件付一般競争入札
20080905,日高建設部,砂防課,加門谷川　通常砂防　調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,皆瀬　　　　　　　　,地内　　　　　　　　,長尾建築設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2047500,1410318,1418917,16,条件付一般競争入札
20080905,日高建設部,砂防課,梅坂谷川　通常砂防　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,打尾　　　　　　　　,地内　　　　　　　　,林緑地建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,12378450,10067595,10067925,28,条件付一般競争入札
20080905,日高建設部,砂防課,大白河西谷川（外）　砂防調査　業務　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,印南原（外）　　　　,地内　　　　　　　　,（株）日進コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,955500,658148,660823,20,条件付一般競争入札
20080905,日高建設部,港湾整備課,美浜海岸　海岸環境整備　工事　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　美浜町　　　,和田　　　　　　　　,地内　　　　　　　　,前田建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,6695850,5493436,5494650,26,条件付一般競争入札
20080905,日高建設部,港湾整備課,美浜海岸　津波・高潮危機管理対策緊急　工事　　　　　　　　　　　　　　　　　　　,日高郡　美浜町　　　,和田　　　　　　　　,地内　　　　　　　　,坂本工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,11957400,9741986,9780750,25,条件付一般競争入札
20080904,公共建築課,住宅環境課,和歌公園電気設備改修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,和歌浦南三丁目　　　,地内　　　　　　　　,（有）ハンデン　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4757550,3893853,3900750,17,条件付一般競争入札
20080904,公共建築課,公共建築課,桐蔭中学校手洗い場設置工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,吹上五丁目　　　　　,地内　　　　　　　　,（有）ユカワ開発　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3263400,2686765,3263400,1,条件付一般競争入札
20080904,和歌山下津港湾事務所,港湾整備課,和歌山下津港　港湾管理設計業務　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,大浦外　　　　　　　,地先　　　　　　　　,（株）日本港湾コンサルタント関西支社和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　,4011000,2743122,2887500,9,条件付一般競争入札
20080904,海草建設部,道路建設課,西脇山口線（善明寺）道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,善明寺外　　　　　　,地内　　　　　　　　,三笠建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,7045500,5940765,6300000,14,条件付一般競争入札
20080904,海草建設部,道路建設課,海南金屋線道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,重根　　　　　　　　,地内　　　　　　　　,下津建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,23595600,18920320,19089000,6,条件付一般競争入札
20080904,海草建設部,道路建設課,奥佐々阪井線半島振興道路整備工事　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,小畑　　　　　　　　,外地内　　　　　　　,上北組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,18371850,14976236,15008175,11,条件付一般競争入札
20080904,海草建設部,道路建設課,興加茂郷停車場線道路改良外合併工事　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,下津町曽根田　　　　,地内　　　　　　　　,芝本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,10214400,8673557,9192750,9,条件付一般競争入札
20080904,海草建設部,道路建設課,国道３７０号道路改築工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,重根　　　　　　　　,地内　　　　　　　　,小川工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,9745050,7928310,8867250,11,条件付一般競争入札
20080904,海草建設部,道路建設課,高野口野上線小規模道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,蓑津呂　　　　　　　,地内　　　　　　　　,（株）農地開発　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,29145900,23478147,23479050,9,条件付一般競争入札
20080904,那賀建設部,河川課,松井川高速道路関連河川改修工事　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,北志野　　　　　　　,外地内　　　　　　　,（株）小松工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2318400,1805050,1942500,4,条件付一般競争入札
20080904,那賀建設部,河川課,春日川河川災害復旧工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,東国分　　　　　　　,地内　　　　　　　　,（有）小谷建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3265500,2534212,3087000,4,条件付一般競争入札
20080904,伊都建設部,道路建設課,紀の川左岸２期地区　平沼田トンネル実施設計業務　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,平沼田　　　　　　　,・東渋田地内　　　　,（株）オリエンタルコンサルタンツ和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　,11224500,0,6772500,12,条件付一般競争入札
20080904,伊都建設部,道路建設課,国道４８０号　道路改築工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,志賀　　　　　　　　,地内　　　　　　　　,（株）阪田組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,17359650,14309643,16401000,9,条件付一般競争入札
20080904,伊都建設部,道路建設課,山田御幸辻停車場線　地方特定道路整備工事　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,御幸辻　　　　　　　,地内　　　　　　　　,（株）ハウスアラメント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,29161650,23362739,26099850,8,条件付一般競争入札
20080904,伊都建設部,道路建設課,高野天川線　小規模道路改良外合併工事　　　　　　　　　　　　　　　　　　　　　　,伊都郡　高野町　　　,高野山　　　　　　　,地内　　　　　　　　,（株）別府組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,15899100,12869139,14944650,5,条件付一般競争入札
20080904,伊都建設部,道路建設課,国道３７１号　道路改築調査設計業務　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,三石台２丁目　　　　,外地内　　　　　　　,アジア航測（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,5565000,3840963,3841845,8,条件付一般競争入札
20080904,伊都建設部,河川課,吉原川　総合流域防災工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,神野々　　　　　　　,地内　　　　　　　　,（株）中山組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,47331900,38870462,39763500,9,条件付一般競争入札（総合評価）
20080904,伊都建設部,砂防課,山田川　通常砂防工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,山田　　　　　　　　,地内　　　　　　　　,（株）田中組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,35571900,28337298,28875000,6,条件付一般競争入札（総合評価）
20080904,日高建設部,道路建設課,御坊美山線　道路改良　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,船津　　　　　　　　,地内　　　　　　　　,（株）清水　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,33090750,26713071,27258000,16,条件付一般競争入札（総合評価）
20080904,日高建設部,道路建設課,御坊美山線　半島振興道路整備　工事　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,藤田町　吉田　　　　,地内　　　　　　　　,（有）山本工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,40431300,33170256,33442500,12,条件付一般競争入札（総合評価）
20080904,日高建設部,道路建設課,御坊美山線　半島振興道路整備　工事　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,藤田町　吉田　　　　,地内　　　　　　　　,（株）日邦建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,48296850,39541618,39747750,12,条件付一般競争入札（総合評価）
20080904,日高建設部,道路保全課,国道４２４号（四郎橋）　地方道路交付金　調査設計業務　　　　　　　　　　　　　　,日高郡　みなべ町　　,西本庄　　　　　　　,地内　　　　　　　　,和歌山航測（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,9177000,6378932,6404628,28,条件付一般競争入札
20080904,日高建設部,道路保全課,国道４２５号（脇の谷橋・深山橋）　地方道路交付金　調査設計業務　　　　　　　　　,日高郡　印南町　　　,美里～古井　　　　　,地内　　　　　　　　,（株）日建技術コンサルタント和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,18847500,0,8505000,27,条件付一般競争入札
20080904,日高建設部,道路保全課,国道４２５号（川又橋・大正橋）　地方道路交付金　調査設計業務　　　　　　　　　　,日高郡　印南町　　　,川又・南谷　　　　　,地内　　　　　　　　,（株）大建技術コンサルタンツ和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,13125000,0,5880000,31,条件付一般競争入札
20080904,日高建設部,道路保全課,国道４２５号（皆瀬川橋・丹生橋）　地方道路交付金　調査設計業務　　　　　　　　　,日高郡　印南町　　　,皆瀬川～松原　　　　,地内　　　　　　　　,西畑測量設計（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,15760500,0,7245000,30,条件付一般競争入札
20080904,日高建設部,道路保全課,御坊美山線（土生橋・高津尾橋・姉子橋）　橋りょう震災対策　調査設計業務　　　　　,日高郡　日高川町　　,土生～姉子　　　　　,地内　　　　　　　　,（株）日建技術コンサルタント和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,12054000,0,5638500,28,条件付一般競争入札
20080904,日高建設部,砂防課,清川地区　砂防基礎調査　業務　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,清川　　　　　　　　,地内　　　　　　　　,（株）アイ・エヌ・エー関西支店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,9880500,7061593,7917000,18,条件付一般競争入札
20080904,西牟婁建設部,道路建設課,国道３７１号道路改築工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町川合　　　　,地内　　　　　　　　,中村組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,15525300,12488252,12537000,25,条件付一般競争入札
